K_cap,k_low,NMI_max,NMI_min,NMI_avg,NMI_med
300,115,0.589032437357,0.587054090148,0.588636767915,0.589032437357
300,125,0.588358299775,0.58748299558,0.588183238936,0.588358299775
400,199,0.585016520538,0.585016520538,0.585016520538,0.585016520538
350,104,0.584683445744,0.584683445744,0.584683445744,0.584683445744
350,139,0.584791949794,0.583994206018,0.584632401038,0.584791949794
500,190,0.584499034364,0.584499034364,0.584499034364,0.584499034364
500,199,0.584486252592,0.584486252592,0.584486252592,0.584486252592
380,109,0.584996769364,0.582338678819,0.584465151255,0.584996769364
480,179,0.58445032777,0.58445032777,0.58445032777,0.58445032777
500,149,0.584437427808,0.584437427808,0.584437427808,0.584437427808
400,114,0.58444241579,0.584091798234,0.584372292279,0.58444241579
480,149,0.584308672331,0.584308672331,0.584308672331,0.584308672331
500,159,0.584288417631,0.584288417631,0.584288417631,0.584288417631
500,179,0.584259895419,0.584259895419,0.584259895419,0.584259895419
400,109,0.584685152687,0.582415977643,0.584231317678,0.584685152687
380,149,0.584194706373,0.584194706373,0.584194706373,0.584194706373
520,199,0.584408094327,0.583333717684,0.584193218999,0.584408094327
520,179,0.584171129098,0.584171129098,0.584171129098,0.584171129098
380,119,0.584043819805,0.584043819805,0.584043819805,0.584043819805
400,129,0.584216213877,0.58292444239,0.58395785958,0.584216213877
400,119,0.584506968561,0.581661780918,0.583937931032,0.584506968561
520,149,0.584101748519,0.583242859046,0.583929970625,0.584101748519
270,85,0.583795269472,0.583795269472,0.583795269472,0.583795269472
400,124,0.58379429068,0.58379429068,0.58379429068,0.58379429068
520,190,0.583846391732,0.583746182422,0.583766224284,0.583746182422
300,95,0.58372213421,0.58372213421,0.58372213421,0.58372213421
300,99,0.583667211841,0.583667211841,0.583667211841,0.583667211841
440,159,0.58402228355,0.583566964022,0.583658027928,0.583566964022
350,129,0.583653355595,0.583653355595,0.583653355595,0.583653355595
380,114,0.583629351002,0.583629351002,0.583629351002,0.583629351002
440,139,0.583536701401,0.583536701401,0.583536701401,0.583536701401
400,125,0.583415621425,0.583415621425,0.583415621425,0.583415621425
350,80,0.583924375506,0.583275154491,0.583404998694,0.583275154491
400,115,0.583385394055,0.583385394055,0.583385394055,0.583385394055
440,179,0.583523712344,0.582621531159,0.583343276107,0.583523712344
350,124,0.583414750215,0.582966597216,0.583325119615,0.583414750215
440,149,0.583308880937,0.583308880937,0.583308880937,0.583308880937
350,109,0.583292211237,0.583292211237,0.583292211237,0.583292211237
350,95,0.583453544656,0.582560531748,0.583274942074,0.583453544656
400,159,0.583253398312,0.583253398312,0.583253398312,0.583253398312
380,159,0.583825431256,0.583084806494,0.583232931447,0.583084806494
500,125,0.583784701597,0.582995168519,0.583153075135,0.582995168519
520,159,0.583136026194,0.583136026194,0.583136026194,0.583136026194
400,149,0.583131144289,0.583072658046,0.583119447041,0.583131144289
440,129,0.583114723914,0.583114723914,0.583114723914,0.583114723914
520,119,0.583100619414,0.583100619414,0.583100619414,0.583100619414
400,149,0.583072658046,0.583072658046,0.583072658046,0.583072658046
480,159,0.583077691912,0.582934351771,0.582963019799,0.582934351771
380,124,0.58292920202,0.58292920202,0.58292920202,0.58292920202
380,139,0.583414750215,0.582749509834,0.582882557911,0.582749509834
