K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med
560,11.9,0.327177119301,0.318423244952,0.320174019822,0.318423244952
560,13.5,0.326945349022,0.326602778806,0.326671292849,0.326602778806
560,12.1,0.32692029702,0.319425631202,0.325421363856,0.32692029702
560,14,0.326685927669,0.32497266454,0.325315317165,0.32497266454
560,13.8,0.326662412613,0.326586408639,0.326647211818,0.326662412613
560,12,0.326609112949,0.318526062957,0.320142672956,0.318526062957
560,14.2,0.326465156157,0.326445162314,0.326461157389,0.326465156157
560,14.4,0.326445162314,0.317040069284,0.324564143708,0.326445162314
560,12.9,0.326430612031,0.318323589579,0.324809207541,0.326430612031
560,13.2,0.326380948035,0.317829576709,0.32467067377,0.326380948035
560,14.7,0.326333363674,0.326060913096,0.326115403212,0.326060913096
560,14.9,0.326333363674,0.325047870173,0.325304968873,0.325047870173
560,15.5,0.326331256939,0.318882792707,0.324841564092,0.326331256939
560,12.3,0.326232888574,0.32281500076,0.323498578323,0.32281500076
560,16,0.326205301014,0.31889796654,0.320359433435,0.31889796654
560,14.6,0.326060913096,0.31880762002,0.320258278635,0.31880762002
600,10,0.321583764012,0.31932114965,0.319773672522,0.31932114965
600,14.4,0.321357191036,0.320445028891,0.321174758607,0.321357191036
600,12.9,0.321285281604,0.320174876332,0.321063200549,0.321285281604
600,13.2,0.321285281604,0.320026760736,0.32103357743,0.321285281604
600,12,0.321191200931,0.319989375044,0.320950835754,0.321191200931
600,11.9,0.321045983989,0.320858971335,0.320896373866,0.320858971335
600,10.5,0.321042654938,0.320422827992,0.320546793381,0.320422827992
600,11,0.320969492439,0.320447002575,0.320864994466,0.320969492439
600,14,0.320771942286,0.318974964395,0.320412546708,0.320771942286
600,14.2,0.320767632971,0.318792892685,0.319187840742,0.318792892685
600,16,0.320752608429,0.319923418291,0.320089256319,0.319923418291
600,14.6,0.320740141135,0.320314051372,0.320399269324,0.320314051372
600,14.6,0.320733846941,0.32016315778,0.320277295612,0.32016315778
600,12.1,0.320695401588,0.320174876332,0.320591296537,0.320695401588
600,12.6,0.320695401588,0.318956761426,0.320347673556,0.320695401588
600,13.5,0.320677579901,0.319198576715,0.319494377352,0.319198576715
600,13.8,0.320670333082,0.319842761481,0.320504818762,0.320670333082
600,8,0.320663348569,0.320544452311,0.320568231563,0.320544452311
600,7.9,0.320652430984,0.319684749177,0.319878285538,0.319684749177
600,14.9,0.320595819745,0.319220149915,0.320320685779,0.320595819745
600,15.5,0.320585735161,0.320437034248,0.320466774431,0.320437034248
600,14,0.320269180375,0.319942106451,0.32020376559,0.320269180375
600,8.1,0.320268467003,0.319413287546,0.319584323438,0.319413287546
600,14.7,0.320174876332,0.319824082424,0.319894241206,0.319824082424
600,11.5,0.320157536002,0.320157536002,0.320157536002,0.320157536002
600,12,0.320062122042,0.319957665675,0.319978556949,0.319957665675
600,9,0.320043141171,0.319582253287,0.319674430864,0.319582253287
600,7.7,0.320022308176,0.319709015548,0.31995964965,0.320022308176
600,7.5,0.320004447459,0.319227070907,0.319848972149,0.320004447459
600,12.3,0.319989375044,0.319687126135,0.319747575917,0.319687126135
600,8.5,0.319942691317,0.31974011118,0.319780627207,0.31974011118
600,16,0.319942106451,0.319942106451,0.319942106451,0.319942106451
600,8.3,0.319891571036,0.31940617719,0.319503255959,0.31940617719
600,9.5,0.319831935598,0.319548254442,0.319604990674,0.319548254442
560,9,0.319465311536,0.318900422611,0.319352333751,0.319465311536
560,7,0.319368590583,0.318885083488,0.319271889164,0.319368590583
560,8.5,0.319335771042,0.318506191589,0.31867210748,0.318506191589
560,7.5,0.319244299172,0.319066177938,0.319101802185,0.319066177938
560,8,0.319174911217,0.317282196847,0.318796368343,0.319174911217
560,7.7,0.318966948595,0.318513788251,0.31860442032,0.318513788251
560,8.3,0.318913349579,0.318560131998,0.318630775514,0.318560131998
560,11.5,0.318883418539,0.317937635592,0.318126792182,0.317937635592
560,11,0.318587996671,0.318321782792,0.318534753896,0.318587996671
560,8.1,0.318535982214,0.318518101901,0.318532406152,0.318535982214
560,12.6,0.318494314181,0.318262709431,0.318309030381,0.318262709431
560,7.9,0.318407354485,0.318003210271,0.318084039114,0.318003210271
560,6.5,0.318366769549,0.317650486776,0.318223512994,0.318366769549
560,11.7,0.318262709431,0.318126153679,0.31823539828,0.318262709431
560,10,0.318019329007,0.31705040875,0.317244192802,0.31705040875
560,9.5,0.317459007179,0.31721690553,0.317410586849,0.317459007179
560,10.5,0.317414178434,0.317112315163,0.317172687818,0.317112315163
560,6,0.316898691982,0.316346719447,0.316788297475,0.316898691982
500,16,0.314397412951,0.311214605227,0.313760851406,0.314397412951
