K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med,,,,,,,,,,
125,11.9,0.07228219629,0.0720414355775,0.0722340441475,0.07228219629,,,,,,,,,,
125,13.2,0.0722294517477,0.0715866412449,0.0721008896472,0.0722294517477,,,,,,,,,,
130,9.5,0.0720746547332,0.0713373049387,0.0719271847743,0.0720746547332,,,,,,,,,,
125,12.3,0.072065271738,0.0710103497934,0.0718542873491,0.072065271738,,,,,,,,,,
125,7,0.0720257135925,0.0713714636625,0.0715023136485,0.0713714636625,,,,,,,,,,
120,14.9,0.0720012867025,0.0703069999569,0.0716624293534,0.0720012867025,,,,,,,,,,
115,14.4,0.0719644429266,0.0714221956218,0.0718559934657,0.0719644429266,,,,,,,,,,
125,15.5,0.0719221100381,0.0716792023999,0.0718735285105,0.0719221100381,,,,,,,,,,
110,5.5,0.0718910484929,0.0713129583901,0.0714285764107,0.0713129583901,,,,,,,,,,
120,14.6,0.0718720407166,0.0711659651669,0.0717308256066,0.0718720407166,,,,,,,,,,
130,12.6,0.0718003833436,0.0712292382613,0.0713434672778,0.0712292382613,,,,,,,,,,
120,14.4,0.0717973922271,0.0703210817143,0.0706163438168,0.0703210817143,,,,,,,,,,
300,12,0.0717558800715,0.0712335217821,0.0716514084136,0.0717558800715,,,,,,,,,,
120,10.5,0.0717390528776,0.0716469326879,0.0717206288396,0.0717390528776,,,,,,,,,,
125,11,0.0717203824071,0.0715285956704,0.0715669530178,0.0715285956704,,,,,,,,,,
120,12.9,0.0716835473361,0.0709238133292,0.0710757601306,0.0709238133292,,,,,,,,,,
115,1.1,0.0716089501389,0.0713740064085,0.0714209951546,0.0713740064085,,,,,,,,,,
110,1.1,0.0716008602767,0.071503020916,0.0715225887881,0.071503020916,,,,,,,,,,
120,7.5,0.0715995805208,0.0704729954114,0.071374263499,0.0715995805208,,,,,,,,,,
90,5.5,0.0715746745069,0.0692976383271,0.071119267271,0.0715746745069,,,,,,,,,,
130,16,0.0715712505066,0.0714979937011,0.0715565991455,0.0715712505066,,,,,,,,,,
130,7.7,0.0715625680484,0.071443170255,0.0715386884897,0.0715625680484,,,,,,,,,,
130,7.9,0.0715542476071,0.0712306447904,0.0714895270438,0.0715542476071,,,,,,,,,,
90,6.5,0.0715165314073,0.0701299330173,0.0712392117293,0.0715165314073,,,,,,,,,,
120,3,0.0714932067313,0.0714217670819,0.0714789188014,0.0714932067313,,,,,,,,,,
120,12.3,0.0714770298156,0.0711995841132,0.0712550732537,0.0711995841132,,,,,,,,,,
135,14,0.0713176427325,0.0713024881889,0.0713055190976,0.0713024881889,,,,,,,,,,
125,14.9,0.0712966372539,0.0709250023292,0.0712223102689,0.0712966372539,,,,,,,,,,
115,12,0.0711757722771,0.0707145383254,0.0710835254868,0.0711757722771,,,,,,,,,,
115,2,0.0711113687353,0.0710342088407,0.0710496408196,0.0710342088407,,,,,,,,,,
70,3,0.0710737918535,0.070833864715,0.0710258064258,0.0710737918535,,,,,,,,,,
120,13.2,0.0710600318798,0.0704015261336,0.0705332272828,0.0704015261336,,,,,,,,,,
125,5,0.0709873865674,0.0705119406138,0.0706070298045,0.0705119406138,,,,,,,,,,
125,4,0.0709518739627,0.0702311339175,0.0708077259537,0.0709518739627,,,,,,,,,,
120,6.5,0.0709402428949,0.0697157151396,0.0699606206907,0.0697157151396,,,,,,,,,,
125,16,0.0707750129297,0.0705055498157,0.0707211203069,0.0707750129297,,,,,,,,,,
125,7.7,0.0706822455511,0.0699058885184,0.0700611599249,0.0699058885184,,,,,,,,,,
130,14.9,0.0706027813144,0.0697961688657,0.0704414588246,0.0706027813144,,,,,,,,,,
125,13.8,0.0705557130489,0.0695967436515,0.0703639191694,0.0705557130489,,,,,,,,,,
130,8.5,0.0705112585494,0.0701054790151,0.070186634922,0.0701054790151,,,,,,,,,,
120,12.6,0.070447205307,0.0700269150208,0.0703631472498,0.070447205307,,,,,,,,,,
120,16,0.070391346863,0.0697555873224,0.0698827392305,0.0697555873224,,,,,,,,,,
110,13.8,0.0703460260541,0.0701114552711,0.0702991118975,0.0703460260541,,,,,,,,,,
115,7,0.0703425404313,0.0702677006926,0.0702826686403,0.0702677006926,,,,,,,,,,
120,8.1,0.070329111926,0.069149592251,0.070093207991,0.070329111926,,,,,,,,,,
120,11.9,0.0703047258458,0.0702561982923,0.0702950203351,0.0703047258458,,,,,,,,,,
130,14,0.0701876357532,0.0701831877466,0.0701840773479,0.0701831877466,,,,,,,,,,
115,4,0.0700252689233,0.0696534705448,0.0697278302205,0.0696534705448,,,,,,,,,,
125,14.6,0.069993873313,0.0696968949768,0.0697562906441,0.0696968949768,,,,,,,,,,
115,3,0.0699660201939,0.0698121461327,0.0699352453817,0.0699660201939,,,,,,,,,,
120,12,0.0698554137811,0.0695833069912,0.0698009924232,0.0698554137811,,,,,,,,,,
115,14.6,0.0698030927222,0.0696657635092,0.0697756268796,0.0698030927222,,,,,,,,,,
115,12.3,0.0697887792064,0.0695676497872,0.069611875671,0.0695676497872,,,,,,,,,,
115,4.5,0.0697777444841,0.0678550482294,0.0682395874803,0.0678550482294,,,,,,,,,,
130,4.5,0.0696753584668,0.0692968298113,0.0693725355424,0.0692968298113,,,,,,,,,,
115,14.2,0.0694838563579,0.0683511997005,0.0692573250264,0.0694838563579,,,,,,,,,,
100,1.1,0.0694779605127,0.0693153341316,0.0694454352365,0.0694779605127,,,,,,,,,,
125,10,0.0694256204442,0.0692445235685,0.0693894010691,0.0694256204442,,,,,,,,,,
115,13.5,0.0693476348635,0.0692987885249,0.0693378655957,0.0693476348635,,,,,,,,,,
115,16,0.0693270949986,0.0689031354569,0.0692423030902,0.0693270949986,,,,,,,,,,
105,11.5,0.0693254796918,0.0684652224624,0.0691534282459,0.0693254796918,,,,,,,,,,
115,11.5,0.0693078901607,0.0692137346606,0.0692890590607,0.0693078901607,,,,,,,,,,
130,13.2,0.0692139877142,0.0685299609735,0.0686667663216,0.0685299609735,,,,,,,,,,
125,13.5,0.0691750389855,0.0688709765328,0.0689317890233,0.0688709765328,,,,,,,,,,
110,1.5,0.069169509262,0.0689581397352,0.0690004136406,0.0689581397352,,,,,,,,,,
120,7.9,0.069102098838,0.0681612664407,0.0689139323585,0.069102098838,,,,,,,,,,
120,11.7,0.0690835344546,0.0685868210862,0.0689841917809,0.0690835344546,,,,,,,,,,
120,11,0.0690093237606,0.0686369642805,0.0689348518646,0.0690093237606,,,,,,,,,,
120,12.1,0.0689603457119,0.068814694409,0.0688438246696,0.068814694409,,,,,,,,,,
120,14.2,0.0688624998782,0.0688508168017,0.0688601632629,0.0688624998782,,,,,,,,,,
115,13.2,0.068825362309,0.0679201024849,0.0681011544497,0.0679201024849,,,,,,,,,,
120,10,0.0688020631769,0.0680872050237,0.0682301766543,0.0680872050237,,,,,,,,,,
110,16,0.0687958775343,0.0684143421929,0.068719570466,0.0687958775343,,,,,,,,,,
90,1.5,0.0687523943845,0.0683561169045,0.0684353724005,0.0683561169045,,,,,,,,,,
105,12.3,0.0686869968906,0.0677188273994,0.0679124612977,0.0677188273994,,,,,,,,,,
120,5.5,0.0685877360422,0.0684162836067,0.0685534455551,0.0685877360422,,,,,,,,,,
120,3.5,0.0684815149415,0.0680176765362,0.0683887472604,0.0684815149415,,,,,,,,,,
120,13.5,0.0684610103256,0.06803280257,0.0683753687745,0.0684610103256,,,,,,,,,,
110,6,0.0684325385069,0.0682798891218,0.0683104189988,0.0682798891218,,,,,,,,,,
120,13.8,0.0684006084989,0.0675468839089,0.0682298635809,0.0684006084989,,,,,,,,,,
110,4,0.0682424085016,0.0673430346391,0.0675229094116,0.0673430346391,,,,,,,,,,
90,14,0.068226161642,0.0681293863527,0.0681487414106,0.0681293863527,,,,,,,,,,
120,4.5,0.0682260606642,0.0680877527003,0.068115414293,0.0680877527003,,,,,,,,,,
105,12.6,0.0681923158554,0.0680684974662,0.0681675521776,0.0681923158554,,,,,,,,,,
115,14.9,0.0681642206579,0.0680388011179,0.0681391367499,0.0681642206579,,,,,,,,,,
120,15.5,0.0680996334963,0.0674469232895,0.0675774653308,0.0674469232895,,,,,,,,,,
90,13.5,0.0680362726568,0.067368843163,0.067902786758,0.0680362726568,,,,,,,,,,
115,12.9,0.0679702009305,0.0677403052091,0.0677862843534,0.0677403052091,,,,,,,,,,
125,9.5,0.0678952616994,0.0677763907776,0.0678001649619,0.0677763907776,,,,,,,,,,
115,11,0.067834761192,0.0670290954385,0.0671902285892,0.0670290954385,,,,,,,,,,
110,4.5,0.0678219674269,0.0675704534573,0.0676207562512,0.0675704534573,,,,,,,,,,
120,14.7,0.0676643005527,0.0665704273096,0.0674455259041,0.0676643005527,,,,,,,,,,
90,14.9,0.0675720358977,0.0662719405354,0.0665319596079,0.0662719405354,,,,,,,,,,
115,15.5,0.0675706571843,0.0673646309676,0.067529451941,0.0675706571843,,,,,,,,,,
115,3.5,0.0675640231329,0.0652236121852,0.0670959409433,0.0675640231329,,,,,,,,,,
115,5,0.0674749310452,0.0674466540823,0.0674692756526,0.0674749310452,,,,,,,,,,
100,1.5,0.0674630918507,0.067361691583,0.0673819716366,0.067361691583,,,,,,,,,,
105,11,0.0674358558021,0.0670968051423,0.0671646152743,0.0670968051423,,,,,,,,,,
105,14.4,0.0674239134329,0.0672935342305,0.0673978375925,0.0674239134329,,,,,,,,,,
90,13.8,0.0673473762993,0.0672823616846,0.0673343733764,0.0673473762993,,,,,,,,,,
110,3,0.0673275486279,0.0654338784897,0.0669488146002,0.0673275486279,,,,,,,,,,
110,14.4,0.0673176010753,0.0670137997696,0.0670745600308,0.0670137997696,,,,,,,,,,
115,10.5,0.0672764410257,0.066731786408,0.0668407173315,0.066731786408,,,,,,,,,,
90,16,0.0672662855074,0.0672643078935,0.0672647034162,0.0672643078935,,,,,,,,,,
105,14.7,0.0671571937423,0.0670370578661,0.0671331665671,0.0671571937423,,,,,,,,,,
105,4.5,0.0671487189596,0.066636937935,0.0667392941399,0.066636937935,,,,,,,,,,
105,13.5,0.0671155287094,0.0666774993043,0.0670279228284,0.0671155287094,,,,,,,,,,
115,13.8,0.0671003054582,0.0666564910898,0.0670115425846,0.0671003054582,,,,,,,,,,
100,8.5,0.067088524313,0.0670595485571,0.0670653437083,0.0670595485571,,,,,,,,,,
115,14.7,0.0670846782728,0.0659203728942,0.0661532339699,0.0659203728942,,,,,,,,,,
90,14.6,0.0670805351441,0.0667961060703,0.0670236493294,0.0670805351441,,,,,,,,,,
115,10,0.0670613547367,0.0668045913148,0.0668559439992,0.0668045913148,,,,,,,,,,
110,8.1,0.0670558255771,0.0666793065899,0.0667546103873,0.0666793065899,,,,,,,,,,
100,14,0.0670512839163,0.0644907107626,0.0650028253934,0.0644907107626,,,,,,,,,,
90,12.9,0.0670138479817,0.0665903596094,0.0666750572839,0.0665903596094,,,,,,,,,,
105,16,0.0669123080794,0.0666294898193,0.0668557444274,0.0669123080794,,,,,,,,,,
105,9.5,0.0668437890787,0.0665636178749,0.0666196521157,0.0665636178749,,,,,,,,,,
105,12.1,0.0668316768278,0.066047630246,0.0666748675114,0.0668316768278,,,,,,,,,,
100,7.7,0.0668225948305,0.066275502793,0.066713176423,0.0668225948305,,,,,,,,,,
90,15.5,0.0668075205061,0.0667243708758,0.0667908905801,0.0668075205061,,,,,,,,,,
105,1.5,0.0667544207925,0.0666535428015,0.0666737183997,0.0666535428015,,,,,,,,,,
115,11.9,0.0667321803559,0.0666292657352,0.0667115974318,0.0667321803559,,,,,,,,,,
90,11.7,0.0666473925653,0.0665600404401,0.0666299221403,0.0666473925653,,,,,,,,,,
115,12.6,0.0665792258417,0.0664166836914,0.0664491921214,0.0664166836914,,,,,,,,,,
115,12.1,0.0665261245892,0.0659744209667,0.0664157838647,0.0665261245892,,,,,,,,,,
105,1.1,0.0665039113722,0.0664498540814,0.0664606655395,0.0664498540814,,,,,,,,,,
100,6,0.0664892295061,0.0664144886621,0.0664294368309,0.0664144886621,,,,,,,,,,
110,7.7,0.0664380377138,0.0649266888923,0.0661357679495,0.0664380377138,,,,,,,,,,
110,12.9,0.0663339712766,0.0657563645958,0.0662184499404,0.0663339712766,,,,,,,,,,
500,2,0.0662729001209,0.0544671025707,0.0568282620807,0.0544671025707,,,,,,,,,,
70,8.3,0.0662545107601,0.0661435067158,0.0662323099512,0.0662545107601,,,,,,,,,,
115,11.7,0.0661968087557,0.0654922813501,0.0660559032746,0.0661968087557,,,,,,,,,,
110,13.5,0.0661801133746,0.065158165505,0.0659757238007,0.0661801133746,,,,,,,,,,
70,9,0.0661754710352,0.0660350739093,0.06614739161,0.0661754710352,,,,,,,,,,
120,2.5,0.0661519375518,0.0660270300661,0.0660520115632,0.0660270300661,,,,,,,,,,
120,4,0.0661185787376,0.0658551743448,0.0659078552234,0.0658551743448,,,,,,,,,,
90,14.4,0.0661097307692,0.0660469715336,0.066097178922,0.0661097307692,,,,,,,,,,
70,8.1,0.0661036159792,0.0660937996502,0.0661016527134,0.0661036159792,,,,,,,,,,
110,11.9,0.0660963270812,0.0660384591895,0.0660500327678,0.0660384591895,,,,,,,,,,
110,10,0.0660549289681,0.0651740078166,0.0658787447378,0.0660549289681,,,,,,,,,,
105,13.8,0.0659963086779,0.0655415839584,0.0656325289023,0.0655415839584,,,,,,,,,,
115,6.5,0.0659379694754,0.0650271322729,0.0652092997134,0.0650271322729,,,,,,,,,,
115,7.5,0.0659117240435,0.0651593886385,0.0653098557195,0.0651593886385,,,,,,,,,,
100,3,0.0658393484195,0.0654009127004,0.0654885998442,0.0654009127004,,,,,,,,,,
110,8.5,0.065770543484,0.0647153785709,0.0649264115535,0.0647153785709,,,,,,,,,,
110,10.5,0.0657036271894,0.0651421657662,0.0655913349047,0.0657036271894,,,,,,,,,,
120,14,0.0656843275512,0.0656400327259,0.065648891691,0.0656400327259,,,,,,,,,,
110,7,0.0656426145979,0.0651044528706,0.0652120852161,0.0651044528706,,,,,,,,,,
110,6.5,0.0656315380181,0.0655034220625,0.0655290452536,0.0655034220625,,,,,,,,,,
110,12.6,0.0655828564081,0.0653049518852,0.0653605327897,0.0653049518852,,,,,,,,,,
105,14.2,0.0655173370438,0.0647342478043,0.0653607191959,0.0655173370438,,,,,,,,,,
110,12.1,0.0654007852749,0.0648867992173,0.0652979880634,0.0654007852749,,,,,,,,,,
110,11.7,0.0653561727355,0.0648470475912,0.0652543477066,0.0653561727355,,,,,,,,,,
70,6,0.0653359108902,0.0647913595798,0.0649002698418,0.0647913595798,,,,,,,,,,
110,9.5,0.0652542121312,0.064494463049,0.0651022623148,0.0652542121312,,,,,,,,,,
100,5.5,0.0650941979544,0.0645947071914,0.0649942998018,0.0650941979544,,,,,,,,,,
115,6,0.0650654944511,0.0640311990745,0.0648586353758,0.0650654944511,,,,,,,,,,
70,8.5,0.0650517883093,0.0650517883093,0.0650517883093,0.0650517883093,,,,,,,,,,
90,14.7,0.0650354629016,0.0649718631736,0.0649845831192,0.0649718631736,,,,,,,,,,
110,3.5,0.0650058813476,0.0645581714475,0.0649163393676,0.0650058813476,,,,,,,,,,
115,2.5,0.0648704149485,0.0648132384328,0.0648246737359,0.0648132384328,,,,,,,,,,
105,8.1,0.0647595578882,0.0640997552561,0.0646275973618,0.0647595578882,,,,,,,,,,
105,6,0.0647320562038,0.0646161192759,0.0647088688182,0.0647320562038,,,,,,,,,,
110,2,0.0646384650355,0.0646066411575,0.0646130059331,0.0646066411575,,,,,,,,,,
105,8.5,0.064627645577,0.0642152765788,0.0645451717773,0.064627645577,,,,,,,,,,
110,15.5,0.0644958091555,0.0643092483081,0.0643465604776,0.0643092483081,,,,,,,,,,
110,11,0.0644934658555,0.0637311095224,0.0643409945889,0.0644934658555,,,,,,,,,,
100,2.5,0.0644206536052,0.0636600052641,0.0642685239369,0.0644206536052,,,,,,,,,,
100,9.5,0.0643665383517,0.0642942982924,0.0643520903398,0.0643665383517,,,,,,,,,,
105,4,0.0642593160163,0.0637353372804,0.0641545202691,0.0642593160163,,,,,,,,,,
110,14.7,0.064211934139,0.0633456799841,0.063518930815,0.0633456799841,,,,,,,,,,
100,8.3,0.0640331886561,0.0638261810067,0.0639917871262,0.0640331886561,,,,,,,,,,
110,13.2,0.0639960573229,0.0636598440139,0.0637270866757,0.0636598440139,,,,,,,,,,
110,9,0.0639538057062,0.0637978828142,0.0638290673926,0.0637978828142,,,,,,,,,,
105,5.5,0.0638769143643,0.0635347602248,0.0636031910527,0.0635347602248,,,,,,,,,,
110,8,0.0638670309079,0.0638358031928,0.0638607853648,0.0638670309079,,,,,,,,,,
100,7,0.0638584948738,0.063332841135,0.063753364126,0.0638584948738,,,,,,,,,,
110,7.9,0.0637979821164,0.0623026782662,0.0634989213464,0.0637979821164,,,,,,,,,,
70,6.5,0.0637917098517,0.0630905725519,0.0636514823917,0.0637917098517,,,,,,,,,,
105,3.5,0.0637800529767,0.0634092400502,0.0637058903914,0.0637800529767,,,,,,,,,,
105,6.5,0.0637683625165,0.0635157279709,0.0637178356074,0.0637683625165,,,,,,,,,,
100,14.6,0.063698783064,0.0636541129943,0.06368984905,0.063698783064,,,,,,,,,,
110,14.2,0.0636278917384,0.0628796461604,0.063029295276,0.0628796461604,,,,,,,,,,
115,7.7,0.0635656245873,0.0609306573051,0.0614576507615,0.0609306573051,,,,,,,,,,
105,7.7,0.0633639340195,0.0623458079349,0.0631603088026,0.0633639340195,,,,,,,,,,
105,14.6,0.0633281311748,0.0625801051117,0.0631785259622,0.0633281311748,,,,,,,,,,
105,11.7,0.063254152773,0.0630501888613,0.0632133599907,0.063254152773,,,,,,,,,,
105,5,0.0631452243823,0.0623305663207,0.06298229277,0.0631452243823,,,,,,,,,,
110,14,0.0631448309863,0.0630535958713,0.0631265839633,0.0631448309863,,,,,,,,,,
110,11.5,0.0630319239161,0.0629748666572,0.0630205124644,0.0630319239161,,,,,,,,,,
100,11.5,0.0629363326223,0.0621518639109,0.0623087576532,0.0621518639109,,,,,,,,,,
100,11,0.0629087375449,0.0622169830008,0.062770386636,0.0629087375449,,,,,,,,,,
105,12,0.0628273596961,0.062461300807,0.0625345125848,0.062461300807,,,,,,,,,,
100,14.4,0.0627863990191,0.0626556993331,0.0627602590819,0.0627863990191,,,,,,,,,,
90,12.1,0.0627716456488,0.0620151350422,0.0621664371635,0.0620151350422,,,,,,,,,,
100,13.8,0.0627324977082,0.0625164605019,0.0625596679432,0.0625164605019,,,,,,,,,,
100,10.5,0.0626825103278,0.061772242652,0.0619542961871,0.061772242652,,,,,,,,,,
115,14,0.0626515479551,0.0622974158011,0.0623682422319,0.0622974158011,,,,,,,,,,
105,13.2,0.0624852068375,0.0623467308637,0.0624575116427,0.0624852068375,,,,,,,,,,
105,7.5,0.0623572271452,0.0621099215748,0.0623077660311,0.0623572271452,,,,,,,,,,
110,12,0.0623484720073,0.0623347840449,0.0623375216373,0.0623347840449,,,,,,,,,,
100,3.5,0.0623217011856,0.0620315210133,0.0622636651512,0.0623217011856,,,,,,,,,,
90,13.2,0.0623184472947,0.0619630517932,0.0622473681944,0.0623184472947,,,,,,,,,,
105,7.9,0.0622809873723,0.0622083143718,0.0622228489719,0.0622083143718,,,,,,,,,,
105,9,0.0622592054139,0.0607235180762,0.0619520679463,0.0622592054139,,,,,,,,,,
100,8.1,0.0622280309994,0.0616657945628,0.0617782418501,0.0616657945628,,,,,,,,,,
100,14.9,0.0621118073719,0.0611183971364,0.0619131253248,0.0621118073719,,,,,,,,,,
105,8.3,0.0620641755597,0.061990869039,0.0620055303432,0.061990869039,,,,,,,,,,
110,14.6,0.0619884044318,0.0618471416904,0.0619601518835,0.0619884044318,,,,,,,,,,
70,8,0.061957772183,0.0619547930103,0.0619553888449,0.0619547930103,,,,,,,,,,
100,12.3,0.0618200313642,0.0615018636152,0.0617563978144,0.0618200313642,,,,,,,,,,
100,14.7,0.0618173737015,0.0606293063067,0.0608669197857,0.0606293063067,,,,,,,,,,
110,14.9,0.0617048627913,0.061588521237,0.0616117895479,0.061588521237,,,,,,,,,,
100,8,0.0616597250965,0.0615577852893,0.0615781732507,0.0615577852893,,,,,,,,,,
100,4.5,0.0615480088388,0.0606931046124,0.0613770279935,0.0615480088388,,,,,,,,,,
105,11.9,0.0615383134037,0.061020049915,0.061434660706,0.0615383134037,,,,,,,,,,
100,12.1,0.061514284043,0.0607770353271,0.0609244850702,0.0607770353271,,,,,,,,,,
90,1.1,0.0614354637591,0.0614056770622,0.0614295064197,0.0614354637591,,,,,,,,,,
105,3,0.0613785600856,0.0613009192876,0.0613164474472,0.0613009192876,,,,,,,,,,
100,9,0.0612028627758,0.0607398817274,0.0611102665661,0.0612028627758,,,,,,,,,,
100,12.9,0.060972832744,0.0601926858826,0.0608168033717,0.060972832744,,,,,,,,,,
105,14,0.0608017516343,0.0600401725266,0.0606494358127,0.0608017516343,,,,,,,,,,
100,4,0.060791476423,0.0605341030998,0.0607400017584,0.060791476423,,,,,,,,,,
90,12.6,0.0603505666057,0.0603245446651,0.0603297490532,0.0603245446651,,,,,,,,,,
70,10,0.0602815634276,0.057828112343,0.0597908732107,0.0602815634276,,,,,,,,,,
100,12.6,0.0601279759974,0.0595103053212,0.0596338394564,0.0595103053212,,,,,,,,,,
100,13.5,0.0599444267858,0.0595772427268,0.0596506795386,0.0595772427268,,,,,,,,,,
70,7.9,0.0599099606511,0.0593018984583,0.0597883482126,0.0599099606511,,,,,,,,,,
100,7.9,0.0596331718859,0.0594530342042,0.0595971443495,0.0596331718859,,,,,,,,,,
100,15.5,0.0595114600604,0.0594573867817,0.0594682014375,0.0594573867817,,,,,,,,,,
70,1.5,0.0594918668134,0.0577670924689,0.0591469119445,0.0594918668134,,,,,,,,,,
90,9,0.0594868918584,0.0590321144823,0.0591230699576,0.0590321144823,,,,,,,,,,
100,11.7,0.0594487588042,0.0592649826314,0.059301737866,0.0592649826314,,,,,,,,,,
90,12.3,0.0593758930803,0.0587576629098,0.0588813089439,0.0587576629098,,,,,,,,,,
100,12,0.0593719404578,0.0589308430862,0.0592837209835,0.0593719404578,,,,,,,,,,
110,8.3,0.0592941862165,0.0582959452078,0.0584955934095,0.0582959452078,,,,,,,,,,
100,13.2,0.0592300312865,0.0588146379928,0.0591469526277,0.0592300312865,,,,,,,,,,
90,3,0.0591216798382,0.0587412610562,0.0588173448126,0.0587412610562,,,,,,,,,,
100,10,0.0590169006107,0.0589756906505,0.0590086586186,0.0590169006107,,,,,,,,,,
90,8.3,0.0588394672105,0.0587373726697,0.0587577915779,0.0587373726697,,,,,,,,,,
90,11.5,0.0587672427543,0.0585402190914,0.0587218380217,0.0587672427543,,,,,,,,,,
90,3.5,0.0586086717847,0.0580366773428,0.0584942728964,0.0586086717847,,,,,,,,,,
90,4,0.058588335153,0.0583062034666,0.0585319088157,0.058588335153,,,,,,,,,,
105,8,0.0584244754105,0.0574988336819,0.0576839620276,0.0574988336819,,,,,,,,,,
90,12,0.0581140579585,0.058091827342,0.0581096118352,0.0581140579585,,,,,,,,,,
100,14.2,0.0579185683167,0.0576009105781,0.057855036769,0.0579185683167,,,,,,,,,,
90,6,0.0578614383324,0.0576794070843,0.0578250320828,0.0578614383324,,,,,,,,,,
90,14.2,0.0573729573997,0.0572036220957,0.0573390903389,0.0573729573997,,,,,,,,,,
90,8.1,0.0573103908084,0.05708591231,0.0572654951087,0.0573103908084,,,,,,,,,,
70,11.5,0.0572520281417,0.0570317447655,0.0572079714665,0.0572520281417,,,,,,,,,,
90,2.5,0.0571032254213,0.0568511126321,0.0569015351899,0.0568511126321,,,,,,,,,,
70,1.1,0.057088024386,0.056926576349,0.0570557347786,0.057088024386,,,,,,,,,,
100,11.9,0.0569710101496,0.0566655495064,0.056909918021,0.0569710101496,,,,,,,,,,
90,7,0.0569664913431,0.0569163739781,0.0569564678701,0.0569664913431,,,,,,,,,,
90,10,0.05678335352,0.0567212102621,0.0567336389137,0.0567212102621,,,,,,,,,,
70,2.5,0.0565127509486,0.0555705314312,0.0563243070451,0.0565127509486,,,,,,,,,,
90,8.5,0.0563438584255,0.0561695417032,0.0562044050476,0.0561695417032,,,,,,,,,,
90,7.7,0.0561889915177,0.0552047605293,0.055401606727,0.0552047605293,,,,,,,,,,
90,11,0.056169687805,0.0558611180283,0.0561079738496,0.056169687805,,,,,,,,,,
90,10.5,0.0561230905714,0.0560109917517,0.0560334115156,0.0560109917517,,,,,,,,,,
90,9.5,0.0555261988183,0.0554522080274,0.0555114006601,0.0555261988183,,,,,,,,,,
90,7.5,0.0554521815073,0.0551678455154,0.0553953143089,0.0554521815073,,,,,,,,,,
100,16,0.0554349686612,0.0553530317476,0.0554185812785,0.0554349686612,,,,,,,,,,
70,14,0.0553794222085,0.0545999117294,0.0547558138252,0.0545999117294,,,,,,,,,,
90,4.5,0.0552894545691,0.055211331336,0.0552269559826,0.055211331336,,,,,,,,,,
70,14.4,0.0548375157921,0.05468596995,0.0547162791184,0.05468596995,,,,,,,,,,
70,3.5,0.0548129375204,0.0544312627161,0.054507597677,0.0544312627161,,,,,,,,,,
70,15.5,0.0548113530565,0.0547372795402,0.0547520942435,0.0547372795402,,,,,,,,,,
70,12.6,0.0545547311588,0.0543007712671,0.0545039391804,0.0545547311588,,,,,,,,,,
70,11.9,0.0545495433263,0.0541692371325,0.0544734820875,0.0545495433263,,,,,,,,,,
70,14.7,0.0545401183236,0.0544261759242,0.0545173298437,0.0545401183236,,,,,,,,,,
70,13.2,0.0540253540902,0.0536698455232,0.0537409472366,0.0536698455232,,,,,,,,,,
70,14.2,0.0538759782185,0.0535868927276,0.0536447098258,0.0535868927276,,,,,,,,,,
90,11.9,0.0535727758238,0.0534091587656,0.0534418821772,0.0534091587656,,,,,,,,,,
90,5,0.0535161216898,0.0530325822777,0.0534194138074,0.0535161216898,,,,,,,,,,
105,10,0.0534347521644,0.0527409553353,0.0528797147011,0.0527409553353,,,,,,,,,,
70,12.9,0.0533456830317,0.0526217754175,0.0527665569403,0.0526217754175,,,,,,,,,,
70,10.5,0.0532604955422,0.053133902002,0.0532351768342,0.0532604955422,,,,,,,,,,
105,10.5,0.053258596798,0.0531603791582,0.0531800226862,0.0531603791582,,,,,,,,,,
70,12,0.0529343002006,0.052046367964,0.0522239544113,0.052046367964,,,,,,,,,,
70,2,0.0526562619839,0.0524714203677,0.052508388691,0.0524714203677,,,,,,,,,,
70,5,0.0525750135341,0.0519733897709,0.0520937145236,0.0519733897709,,,,,,,,,,
70,7,0.0523166015418,0.0518549490491,0.0522242710432,0.0523166015418,,,,,,,,,,
70,12.1,0.0522580976504,0.0514443927644,0.0520953566732,0.0522580976504,,,,,,,,,,
70,16,0.0522282374716,0.0517602427681,0.0518538417088,0.0517602427681,,,,,,,,,,
70,11.7,0.0520330861389,0.0513119707009,0.0518888630513,0.0520330861389,,,,,,,,,,
70,14.6,0.0520165037609,0.0518710404919,0.0519001331457,0.0518710404919,,,,,,,,,,
70,13.5,0.0519329702516,0.0518168493061,0.0518400734952,0.0518168493061,,,,,,,,,,
70,12.3,0.0515573392041,0.0514208871067,0.0515300487846,0.0515573392041,,,,,,,,,,
70,14.9,0.0511368425813,0.0503387832513,0.0504983951173,0.0503387832513,,,,,,,,,,
70,9.5,0.0510483121049,0.0509153025764,0.0510217101992,0.0510483121049,,,,,,,,,,
70,7.5,0.0510178660269,0.0509533401363,0.0510049608488,0.0510178660269,,,,,,,,,,
70,4,0.0509728766788,0.0506538700411,0.0507176713687,0.0506538700411,,,,,,,,,,
70,13.8,0.049315121031,0.0482343463187,0.0490989660885,0.049315121031,,,,,,,,,,
70,11,0.0488304300688,0.0488204395625,0.0488224376637,0.0488204395625,,,,,,,,,,
70,7.7,0.0467563894952,0.0454638610116,0.0464978837985,0.0467563894952,,,,,,,,,,
