K_cap,k_low,sigma,NMI_max,NMI_min,NMI_avg,NMI_med,thining_coef,algo_choice,sparsity,num_elements,in_file,aff_type
21,-1,2,0.65858487186,0.655627470752,0.657993391639,0.65858487186,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
20,-1,2,0.652549022991,0.652549022991,0.652549022991,0.652549022991,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
19,-1,2,0.641244414489,0.641244414489,0.641244414489,0.641244414489,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
18,-1,2,0.640432670093,0.640432670093,0.640432670093,0.640432670093,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
17,-1,2,0.627088511443,0.627088511443,0.627088511443,0.627088511443,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
16,-1,2,0.63842886845,0.63842886845,0.63842886845,0.63842886845,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
15,-1,2,0.644593743603,0.644593743603,0.644593743603,0.644593743603,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
14,-1,2,0.632631712439,0.632631712439,0.632631712439,0.632631712439,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
13,-1,2,0.623301983363,0.623301983363,0.623301983363,0.623301983363,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
12,-1,2,0.619484771981,0.619484771981,0.619484771981,0.619484771981,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
11,-1,2,0.612896839343,0.612896839343,0.612896839343,0.612896839343,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
10,-1,2,0.607573864689,0.607573864689,0.607573864689,0.607573864689,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
9,-1,2,0.607587731608,0.607587731608,0.607587731608,0.607587731608,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
8,-1,2,0.621945453962,0.621945453962,0.621945453962,0.621945453962,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
7,-1,2,0.6110107551,0.6110107551,0.6110107551,0.6110107551,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
6,-1,2,0.629409046191,0.629409046191,0.629409046191,0.629409046191,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
5,-1,2,0.615759606184,0.615759606184,0.615759606184,0.615759606184,10,2,0,2510,./proteins/nup116_sparse/,plain_aff
90,3,0,0.470023363303,0.470023363303,0.470023363303,0.470023363303,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
85,3,0,0.470023363303,0.470023363303,0.470023363303,0.470023363303,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
80,3,0,0.470023363303,0.470023363303,0.470023363303,0.470023363303,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
75,3,0,0.470023363303,0.470023363303,0.470023363303,0.470023363303,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
70,3,0,0.473503658819,0.473503658819,0.473503658819,0.473503658819,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
65,3,0,0.470023363303,0.470023363303,0.470023363303,0.470023363303,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
60,3,0,0.473503658819,0.473503658819,0.473503658819,0.473503658819,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
55,3,0,0.473503658819,0.473503658819,0.473503658819,0.473503658819,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
50,3,0,0.476888066648,0.473503658819,0.476211185082,0.476888066648,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
45,3,0,0.474107181842,0.474107181842,0.474107181842,0.474107181842,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
40,3,0,0.470783823872,0.470783823872,0.470783823872,0.470783823872,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
35,3,0,0.470783823872,0.470783823872,0.470783823872,0.470783823872,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
30,3,0,0.470783823872,0.470783823872,0.470783823872,0.470783823872,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
25,3,0,0.476433489038,0.476433489038,0.476433489038,0.476433489038,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
24,3,0,0.476433489038,0.476433489038,0.476433489038,0.476433489038,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
23,3,0,0.476433489038,0.476433489038,0.476433489038,0.476433489038,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
22,3,0,0.476433489038,0.476433489038,0.476433489038,0.476433489038,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
21,3,0,0.476433489038,0.476433489038,0.476433489038,0.476433489038,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
20,3,0,0.476433489038,0.476433489038,0.476433489038,0.476433489038,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
19,3,0,0.476433489038,0.476433489038,0.476433489038,0.476433489038,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
18,3,0,0.471408975985,0.471408975985,0.471408975985,0.471408975985,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
17,3,0,0.471408975985,0.471408975985,0.471408975985,0.471408975985,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
16,3,0,0.473278553666,0.471408975985,0.471782891521,0.471408975985,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
15,3,0,0.469942959261,0.469942959261,0.469942959261,0.469942959261,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
14,3,0,0.468432620571,0.468432620571,0.468432620571,0.468432620571,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
13,3,0,0.473026684178,0.467241894382,0.468398852341,0.467241894382,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
12,3,0,0.473026684178,0.473026684178,0.473026684178,0.473026684178,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
11,3,0,0.473026684178,0.473026684178,0.473026684178,0.473026684178,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
10,3,0,0.473026684178,0.473026684178,0.473026684178,0.473026684178,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
9,3,0,0.477626264044,0.477626264044,0.477626264044,0.477626264044,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
8,3,0,0.479988622365,0.479988622365,0.479988622365,0.479988622365,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
7,3,0,0.497277498404,0.497277498404,0.497277498404,0.497277498404,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
6,3,0,0.516127411769,0.516127411769,0.516127411769,0.516127411769,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
5,3,0,0.54073046781,0.54073046781,0.54073046781,0.54073046781,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
90,4,0,0.50913509667,0.50913509667,0.50913509667,0.50913509667,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
85,4,0,0.50913509667,0.50913509667,0.50913509667,0.50913509667,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
80,4,0,0.50913509667,0.50913509667,0.50913509667,0.50913509667,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
75,4,0,0.50913509667,0.50913509667,0.50913509667,0.50913509667,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
70,4,0,0.50913509667,0.50913509667,0.50913509667,0.50913509667,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
65,4,0,0.50913509667,0.50913509667,0.50913509667,0.50913509667,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
60,4,0,0.50913509667,0.50913509667,0.50913509667,0.50913509667,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
55,4,0,0.50913509667,0.50913509667,0.50913509667,0.50913509667,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
50,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
45,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
40,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
35,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
30,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
25,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
24,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
23,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
22,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
21,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
20,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
19,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
18,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
17,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
16,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
15,4,0,0.511719009328,0.511719009328,0.511719009328,0.511719009328,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
14,4,0,0.512432940548,0.512432940548,0.512432940548,0.512432940548,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
13,4,0,0.509090887156,0.509090887156,0.509090887156,0.509090887156,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
12,4,0,0.509803150061,0.509803150061,0.509803150061,0.509803150061,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
11,4,0,0.505557820814,0.505557820814,0.505557820814,0.505557820814,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
10,4,0,0.500301343084,0.500301343084,0.500301343084,0.500301343084,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
9,4,0,0.502203977758,0.502203977758,0.502203977758,0.502203977758,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
8,4,0,0.513204176664,0.509593589185,0.510315706681,0.509593589185,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
7,4,0,0.523368257355,0.523368257355,0.523368257355,0.523368257355,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
6,4,0,0.521514025779,0.521514025779,0.521514025779,0.521514025779,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
5,4,0,0.532691646777,0.532691646777,0.532691646777,0.532691646777,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
90,5,0,0.51361853316,0.51361853316,0.51361853316,0.51361853316,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
85,5,0,0.51361853316,0.51361853316,0.51361853316,0.51361853316,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
80,5,0,0.51361853316,0.51361853316,0.51361853316,0.51361853316,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
75,5,0,0.520628864555,0.51361853316,0.515020599439,0.51361853316,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
70,5,0,0.51361853316,0.51361853316,0.51361853316,0.51361853316,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
65,5,0,0.51361853316,0.51361853316,0.51361853316,0.51361853316,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
60,5,0,0.51361853316,0.507770244366,0.512448875401,0.51361853316,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
55,5,0,0.520628864555,0.51361853316,0.519226798276,0.520628864555,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
50,5,0,0.520628864555,0.520628864555,0.520628864555,0.520628864555,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
45,5,0,0.520628864555,0.520628864555,0.520628864555,0.520628864555,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
40,5,0,0.516605554402,0.516605554402,0.516605554402,0.516605554402,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
35,5,0,0.516605554402,0.510405675561,0.51164565133,0.510405675561,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
30,5,0,0.510405675561,0.510405675561,0.510405675561,0.510405675561,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
25,5,0,0.509128177477,0.509128177477,0.509128177477,0.509128177477,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
24,5,0,0.516691751063,0.511160432649,0.512266696332,0.511160432649,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
23,5,0,0.516691751063,0.509128177477,0.510640892194,0.509128177477,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
22,5,0,0.516976798051,0.516976798051,0.516976798051,0.516976798051,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
21,5,0,0.516976798051,0.516976798051,0.516976798051,0.516976798051,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
20,5,0,0.516976798051,0.516976798051,0.516976798051,0.516976798051,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
19,5,0,0.516976798051,0.516976798051,0.516976798051,0.516976798051,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
18,5,0,0.516976798051,0.516976798051,0.516976798051,0.516976798051,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
17,5,0,0.516976798051,0.516976798051,0.516976798051,0.516976798051,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
16,5,0,0.516976798051,0.516976798051,0.516976798051,0.516976798051,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
15,5,0,0.508464436426,0.508464436426,0.508464436426,0.508464436426,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
14,5,0,0.514708490008,0.514708490008,0.514708490008,0.514708490008,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
13,5,0,0.514708490008,0.514708490008,0.514708490008,0.514708490008,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
12,5,0,0.501766882009,0.501766882009,0.501766882009,0.501766882009,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
11,5,0,0.500449004316,0.500449004316,0.500449004316,0.500449004316,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
10,5,0,0.508086913287,0.508086913287,0.508086913287,0.508086913287,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
9,5,0,0.512874657286,0.512874657286,0.512874657286,0.512874657286,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
8,5,0,0.502635328719,0.502635328719,0.502635328719,0.502635328719,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
7,5,0,0.549655620981,0.549655620981,0.549655620981,0.549655620981,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
6,5,0,0.552869573084,0.552869573084,0.552869573084,0.552869573084,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
90,6,0,0.543186089001,0.542515550219,0.543051981245,0.543186089001,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
85,6,0,0.543186089001,0.543186089001,0.543186089001,0.543186089001,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
80,6,0,0.543186089001,0.543186089001,0.543186089001,0.543186089001,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
75,6,0,0.543186089001,0.543186089001,0.543186089001,0.543186089001,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
70,6,0,0.543996194094,0.543186089001,0.543834173076,0.543996194094,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
65,6,0,0.538751420137,0.537903661459,0.538581868401,0.538751420137,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
60,6,0,0.543996194094,0.536649101569,0.538118520074,0.536649101569,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
55,6,0,0.543996194094,0.543996194094,0.543996194094,0.543996194094,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
50,6,0,0.537750590209,0.537059408723,0.537612353912,0.537750590209,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
45,6,0,0.537750590209,0.536649101569,0.536869399297,0.536649101569,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
40,6,0,0.538751420137,0.538751420137,0.538751420137,0.538751420137,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
35,6,0,0.538751420137,0.538751420137,0.538751420137,0.538751420137,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
30,6,0,0.538751420137,0.538751420137,0.538751420137,0.538751420137,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
25,6,0,0.515592221088,0.515592221088,0.515592221088,0.515592221088,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
24,6,0,0.531990869591,0.531990869591,0.531990869591,0.531990869591,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
23,6,0,0.531990869591,0.531990869591,0.531990869591,0.531990869591,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
22,6,0,0.540582636929,0.540582636929,0.540582636929,0.540582636929,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
21,6,0,0.534262850691,0.534262850691,0.534262850691,0.534262850691,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
20,6,0,0.539885340699,0.534262850691,0.538760842697,0.539885340699,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
19,6,0,0.523573906172,0.523573906172,0.523573906172,0.523573906172,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
18,6,0,0.523875206823,0.523875206823,0.523875206823,0.523875206823,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
17,6,0,0.518376696093,0.518376696093,0.518376696093,0.518376696093,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
16,6,0,0.514067139817,0.514067139817,0.514067139817,0.514067139817,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
15,6,0,0.519535908672,0.519172960951,0.519463319128,0.519535908672,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
14,6,0,0.52214054676,0.52214054676,0.52214054676,0.52214054676,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
13,6,0,0.52590227854,0.52590227854,0.52590227854,0.52590227854,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
12,6,0,0.526826053441,0.526826053441,0.526826053441,0.526826053441,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
11,6,0,0.526710351663,0.526710351663,0.526710351663,0.526710351663,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
10,6,0,0.565397323152,0.55954385861,0.564226630244,0.565397323152,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
9,6,0,0.544326721066,0.544326721066,0.544326721066,0.544326721066,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
8,6,0,0.566707028727,0.566707028727,0.566707028727,0.566707028727,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
7,6,0,0.547400094809,0.547400094809,0.547400094809,0.547400094809,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
90,7,0,0.565109460677,0.565109460677,0.565109460677,0.565109460677,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
85,7,0,0.565109460677,0.565109460677,0.565109460677,0.565109460677,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
80,7,0,0.565109460677,0.565109460677,0.565109460677,0.565109460677,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
75,7,0,0.565109460677,0.565109460677,0.565109460677,0.565109460677,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
70,7,0,0.565109460677,0.565109460677,0.565109460677,0.565109460677,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
65,7,0,0.565109460677,0.565109460677,0.565109460677,0.565109460677,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
60,7,0,0.565109460677,0.565109460677,0.565109460677,0.565109460677,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
55,7,0,0.565109460677,0.565109460677,0.565109460677,0.565109460677,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
50,7,0,0.567710776843,0.567710776843,0.567710776843,0.567710776843,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
45,7,0,0.567710776843,0.567710776843,0.567710776843,0.567710776843,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
40,7,0,0.567710776843,0.567710776843,0.567710776843,0.567710776843,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
35,7,0,0.554127538421,0.554127538421,0.554127538421,0.554127538421,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
30,7,0,0.5433515277,0.5433515277,0.5433515277,0.5433515277,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
25,7,0,0.554127538421,0.554127538421,0.554127538421,0.554127538421,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
24,7,0,0.525087812133,0.525087812133,0.525087812133,0.525087812133,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
23,7,0,0.554127538421,0.554127538421,0.554127538421,0.554127538421,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
22,7,0,0.532524705127,0.532524705127,0.532524705127,0.532524705127,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
21,7,0,0.523665239118,0.523665239118,0.523665239118,0.523665239118,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
20,7,0,0.523665239118,0.523665239118,0.523665239118,0.523665239118,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
19,7,0,0.523665239118,0.523665239118,0.523665239118,0.523665239118,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
18,7,0,0.533461514956,0.533006715169,0.533370554999,0.533461514956,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
17,7,0,0.525712670408,0.523665239118,0.524074725376,0.523665239118,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
16,7,0,0.525712670408,0.525712670408,0.525712670408,0.525712670408,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
15,7,0,0.551807367328,0.550618012572,0.550855883523,0.550618012572,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
14,7,0,0.551807367328,0.55036136036,0.550650561753,0.55036136036,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
13,7,0,0.55875079094,0.558256777101,0.558651988173,0.55875079094,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
12,7,0,0.558256777101,0.558256777101,0.558256777101,0.558256777101,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
11,7,0,0.565896163484,0.558179561886,0.564352843165,0.565896163484,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
10,7,0,0.576211325594,0.576211325594,0.576211325594,0.576211325594,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
9,7,0,0.583600781089,0.583600781089,0.583600781089,0.583600781089,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
8,7,0,0.57284140767,0.572721296843,0.572817385505,0.57284140767,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
90,8,0,0.570914002804,0.570914002804,0.570914002804,0.570914002804,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
85,8,0,0.570914002804,0.570914002804,0.570914002804,0.570914002804,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
80,8,0,0.570914002804,0.570914002804,0.570914002804,0.570914002804,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
75,8,0,0.570914002804,0.570914002804,0.570914002804,0.570914002804,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
70,8,0,0.570914002804,0.570914002804,0.570914002804,0.570914002804,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
65,8,0,0.570914002804,0.570914002804,0.570914002804,0.570914002804,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
60,8,0,0.570914002804,0.570914002804,0.570914002804,0.570914002804,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
55,8,0,0.570914002804,0.570914002804,0.570914002804,0.570914002804,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
50,8,0,0.570914002804,0.570914002804,0.570914002804,0.570914002804,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
45,8,0,0.578961176275,0.578961176275,0.578961176275,0.578961176275,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
40,8,0,0.576182417366,0.576182417366,0.576182417366,0.576182417366,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
35,8,0,0.578961176275,0.578961176275,0.578961176275,0.578961176275,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
30,8,0,0.578961176275,0.578961176275,0.578961176275,0.578961176275,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
25,8,0,0.560999248771,0.553174871202,0.559434373257,0.560999248771,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
24,8,0,0.553174871202,0.553174871202,0.553174871202,0.553174871202,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
23,8,0,0.560999248771,0.560999248771,0.560999248771,0.560999248771,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
22,8,0,0.563434195025,0.555614987385,0.561870353497,0.563434195025,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
21,8,0,0.551974953808,0.54740204275,0.551060371596,0.551974953808,10,1,0,2510,./proteins/nup116_sparse/,entropic_aff
