K_cap,k_low,sigma,NMI_max,NMI_min,NMI_avg,NMI_med,thining_coef,algo_choice,in_file,aff_type
25,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
24,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
23,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
22,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
21,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
20,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
19,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
18,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
17,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
16,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
15,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
14,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
13,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
12,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
11,4,0,0.322722613102,0.322722613102,0.322722613102,0.322722613102,10,1,./proteins/gb1_sparse/,entropic_aff
10,4,0,0.322829422063,0.322829422063,0.322829422063,0.322829422063,10,1,./proteins/gb1_sparse/,entropic_aff
9,4,0,0.323194956916,0.323194956916,0.323194956916,0.323194956916,10,1,./proteins/gb1_sparse/,entropic_aff
8,4,0,0.329881361764,0.328680114575,0.329641112326,0.329881361764,10,1,./proteins/gb1_sparse/,entropic_aff
7,4,0,0.356228413465,0.356228413465,0.356228413465,0.356228413465,10,1,./proteins/gb1_sparse/,entropic_aff
6,4,0,0.344629526368,0.344629526368,0.344629526368,0.344629526368,10,1,./proteins/gb1_sparse/,entropic_aff
5,4,0,0.359381387601,0.359381387601,0.359381387601,0.359381387601,10,1,./proteins/gb1_sparse/,entropic_aff
90,5,0,0.394579740459,0.394579740459,0.394579740459,0.394579740459,10,1,./proteins/gb1_sparse/,entropic_aff
85,5,0,0.394579740459,0.394579740459,0.394579740459,0.394579740459,10,1,./proteins/gb1_sparse/,entropic_aff
80,5,0,0.394579740459,0.394579740459,0.394579740459,0.394579740459,10,1,./proteins/gb1_sparse/,entropic_aff
75,5,0,0.394579740459,0.394579740459,0.394579740459,0.394579740459,10,1,./proteins/gb1_sparse/,entropic_aff
70,5,0,0.394579740459,0.394579740459,0.394579740459,0.394579740459,10,1,./proteins/gb1_sparse/,entropic_aff
65,5,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
60,5,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
55,5,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
50,5,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
45,5,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
40,5,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
35,5,0,0.391447880944,0.391447880944,0.391447880944,0.391447880944,10,1,./proteins/gb1_sparse/,entropic_aff
30,5,0,0.348776550908,0.348776550908,0.348776550908,0.348776550908,10,1,./proteins/gb1_sparse/,entropic_aff
25,5,0,0.343257826278,0.343257826278,0.343257826278,0.343257826278,10,1,./proteins/gb1_sparse/,entropic_aff
24,5,0,0.342192720561,0.342192720561,0.342192720561,0.342192720561,10,1,./proteins/gb1_sparse/,entropic_aff
23,5,0,0.342192720561,0.342192720561,0.342192720561,0.342192720561,10,1,./proteins/gb1_sparse/,entropic_aff
22,5,0,0.342192720561,0.342192720561,0.342192720561,0.342192720561,10,1,./proteins/gb1_sparse/,entropic_aff
21,5,0,0.342192720561,0.342192720561,0.342192720561,0.342192720561,10,1,./proteins/gb1_sparse/,entropic_aff
20,5,0,0.342192720561,0.342192720561,0.342192720561,0.342192720561,10,1,./proteins/gb1_sparse/,entropic_aff
19,5,0,0.342192720561,0.342192720561,0.342192720561,0.342192720561,10,1,./proteins/gb1_sparse/,entropic_aff
18,5,0,0.342403816874,0.342403816874,0.342403816874,0.342403816874,10,1,./proteins/gb1_sparse/,entropic_aff
17,5,0,0.342192720561,0.342192720561,0.342192720561,0.342192720561,10,1,./proteins/gb1_sparse/,entropic_aff
16,5,0,0.342192720561,0.342192720561,0.342192720561,0.342192720561,10,1,./proteins/gb1_sparse/,entropic_aff
15,5,0,0.342403816874,0.342403816874,0.342403816874,0.342403816874,10,1,./proteins/gb1_sparse/,entropic_aff
14,5,0,0.340518512353,0.340518512353,0.340518512353,0.340518512353,10,1,./proteins/gb1_sparse/,entropic_aff
13,5,0,0.341268901154,0.340725939062,0.341160308736,0.341268901154,10,1,./proteins/gb1_sparse/,entropic_aff
12,5,0,0.343553579225,0.343553579225,0.343553579225,0.343553579225,10,1,./proteins/gb1_sparse/,entropic_aff
11,5,0,0.343553579225,0.343553579225,0.343553579225,0.343553579225,10,1,./proteins/gb1_sparse/,entropic_aff
10,5,0,0.340870662146,0.340870662146,0.340870662146,0.340870662146,10,1,./proteins/gb1_sparse/,entropic_aff
9,5,0,0.346962026944,0.34480661278,0.345237695613,0.34480661278,10,1,./proteins/gb1_sparse/,entropic_aff
8,5,0,0.34364199533,0.34364199533,0.34364199533,0.34364199533,10,1,./proteins/gb1_sparse/,entropic_aff
7,5,0,0.325426962853,0.325426962853,0.325426962853,0.325426962853,10,1,./proteins/gb1_sparse/,entropic_aff
6,5,0,0.343972333021,0.343972333021,0.343972333021,0.343972333021,10,1,./proteins/gb1_sparse/,entropic_aff
90,6,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
85,6,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
80,6,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
75,6,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
70,6,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
65,6,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
60,6,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
55,6,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
50,6,0,0.395551090994,0.39476314042,0.39539350088,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
45,6,0,0.39476314042,0.39476314042,0.39476314042,0.39476314042,10,1,./proteins/gb1_sparse/,entropic_aff
40,6,0,0.390689351468,0.390689351468,0.390689351468,0.390689351468,10,1,./proteins/gb1_sparse/,entropic_aff
35,6,0,0.391447880944,0.391447880944,0.391447880944,0.391447880944,10,1,./proteins/gb1_sparse/,entropic_aff
30,6,0,0.390689351468,0.390689351468,0.390689351468,0.390689351468,10,1,./proteins/gb1_sparse/,entropic_aff
25,6,0,0.391447880944,0.391447880944,0.391447880944,0.391447880944,10,1,./proteins/gb1_sparse/,entropic_aff
24,6,0,0.391447880944,0.391447880944,0.391447880944,0.391447880944,10,1,./proteins/gb1_sparse/,entropic_aff
23,6,0,0.391447880944,0.391447880944,0.391447880944,0.391447880944,10,1,./proteins/gb1_sparse/,entropic_aff
22,6,0,0.391447880944,0.391447880944,0.391447880944,0.391447880944,10,1,./proteins/gb1_sparse/,entropic_aff
21,6,0,0.391447880944,0.391447880944,0.391447880944,0.391447880944,10,1,./proteins/gb1_sparse/,entropic_aff
20,6,0,0.392525480772,0.392525480772,0.392525480772,0.392525480772,10,1,./proteins/gb1_sparse/,entropic_aff
19,6,0,0.392525480772,0.392525480772,0.392525480772,0.392525480772,10,1,./proteins/gb1_sparse/,entropic_aff
18,6,0,0.392525480772,0.392525480772,0.392525480772,0.392525480772,10,1,./proteins/gb1_sparse/,entropic_aff
17,6,0,0.392525480772,0.392525480772,0.392525480772,0.392525480772,10,1,./proteins/gb1_sparse/,entropic_aff
16,6,0,0.392525480772,0.392525480772,0.392525480772,0.392525480772,10,1,./proteins/gb1_sparse/,entropic_aff
15,6,0,0.392451605331,0.392451605331,0.392451605331,0.392451605331,10,1,./proteins/gb1_sparse/,entropic_aff
14,6,0,0.392451605331,0.392451605331,0.392451605331,0.392451605331,10,1,./proteins/gb1_sparse/,entropic_aff
13,6,0,0.392451605331,0.392451605331,0.392451605331,0.392451605331,10,1,./proteins/gb1_sparse/,entropic_aff
12,6,0,0.390540847574,0.390540847574,0.390540847574,0.390540847574,10,1,./proteins/gb1_sparse/,entropic_aff
11,6,0,0.389791246039,0.389791246039,0.389791246039,0.389791246039,10,1,./proteins/gb1_sparse/,entropic_aff
10,6,0,0.395786543236,0.395786543236,0.395786543236,0.395786543236,10,1,./proteins/gb1_sparse/,entropic_aff
9,6,0,0.391290029672,0.391290029672,0.391290029672,0.391290029672,10,1,./proteins/gb1_sparse/,entropic_aff
8,6,0,0.398899715494,0.398899715494,0.398899715494,0.398899715494,10,1,./proteins/gb1_sparse/,entropic_aff
7,6,0,0.397118243635,0.397118243635,0.397118243635,0.397118243635,10,1,./proteins/gb1_sparse/,entropic_aff
90,7,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
85,7,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
80,7,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
75,7,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
70,7,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
65,7,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
60,7,0,0.395551090994,0.395551090994,0.395551090994,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
55,7,0,0.395551090994,0.39476314042,0.39539350088,0.395551090994,10,1,./proteins/gb1_sparse/,entropic_aff
50,7,0,0.39476314042,0.39476314042,0.39476314042,0.39476314042,10,1,./proteins/gb1_sparse/,entropic_aff
45,7,0,0.400127706234,0.392579051208,0.398617975229,0.400127706234,10,1,./proteins/gb1_sparse/,entropic_aff
40,7,0,0.390689351468,0.390689351468,0.390689351468,0.390689351468,10,1,./proteins/gb1_sparse/,entropic_aff
35,7,0,0.398194910408,0.398194910408,0.398194910408,0.398194910408,10,1,./proteins/gb1_sparse/,entropic_aff
30,7,0,0.398194910408,0.398194910408,0.398194910408,0.398194910408,10,1,./proteins/gb1_sparse/,entropic_aff
25,7,0,0.398194910408,0.398194910408,0.398194910408,0.398194910408,10,1,./proteins/gb1_sparse/,entropic_aff
24,7,0,0.39895510494,0.39895510494,0.39895510494,0.39895510494,10,1,./proteins/gb1_sparse/,entropic_aff
23,7,0,0.400038196966,0.39895510494,0.399821578561,0.400038196966,10,1,./proteins/gb1_sparse/,entropic_aff
22,7,0,0.400038196966,0.400038196966,0.400038196966,0.400038196966,10,1,./proteins/gb1_sparse/,entropic_aff
21,7,0,0.398194910408,0.398194910408,0.398194910408,0.398194910408,10,1,./proteins/gb1_sparse/,entropic_aff
20,7,0,0.400038196966,0.400038196966,0.400038196966,0.400038196966,10,1,./proteins/gb1_sparse/,entropic_aff
19,7,0,0.400038196966,0.400038196966,0.400038196966,0.400038196966,10,1,./proteins/gb1_sparse/,entropic_aff
18,7,0,0.400038196966,0.400038196966,0.400038196966,0.400038196966,10,1,./proteins/gb1_sparse/,entropic_aff
17,7,0,0.400703493452,0.400703493452,0.400703493452,0.400703493452,10,1,./proteins/gb1_sparse/,entropic_aff
16,7,0,0.400506395716,0.400506395716,0.400506395716,0.400506395716,10,1,./proteins/gb1_sparse/,entropic_aff
15,7,0,0.400506395716,0.400506395716,0.400506395716,0.400506395716,10,1,./proteins/gb1_sparse/,entropic_aff
14,7,0,0.400506395716,0.400506395716,0.400506395716,0.400506395716,10,1,./proteins/gb1_sparse/,entropic_aff
13,7,0,0.400506395716,0.400506395716,0.400506395716,0.400506395716,10,1,./proteins/gb1_sparse/,entropic_aff
12,7,0,0.393192618395,0.393192618395,0.393192618395,0.393192618395,10,1,./proteins/gb1_sparse/,entropic_aff
11,7,0,0.39434669384,0.39434669384,0.39434669384,0.39434669384,10,1,./proteins/gb1_sparse/,entropic_aff
10,7,0,0.393831984084,0.393831984084,0.393831984084,0.393831984084,10,1,./proteins/gb1_sparse/,entropic_aff
9,7,0,0.399026551238,0.399026551238,0.399026551238,0.399026551238,10,1,./proteins/gb1_sparse/,entropic_aff
8,7,0,0.395465467812,0.395465467812,0.395465467812,0.395465467812,10,1,./proteins/gb1_sparse/,entropic_aff
90,8,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
85,8,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
80,8,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
75,8,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
70,8,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
65,8,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
60,8,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
55,8,0,0.403795997887,0.402837989998,0.403029591576,0.402837989998,10,1,./proteins/gb1_sparse/,entropic_aff
50,8,0,0.402837989998,0.402627272256,0.40279584645,0.402837989998,10,1,./proteins/gb1_sparse/,entropic_aff
45,8,0,0.400679873965,0.399385739087,0.400421046989,0.400679873965,10,1,./proteins/gb1_sparse/,entropic_aff
40,8,0,0.400027715999,0.397992554774,0.399620683754,0.400027715999,10,1,./proteins/gb1_sparse/,entropic_aff
35,8,0,0.397992554774,0.397992554774,0.397992554774,0.397992554774,10,1,./proteins/gb1_sparse/,entropic_aff
30,8,0,0.397992554774,0.397992554774,0.397992554774,0.397992554774,10,1,./proteins/gb1_sparse/,entropic_aff
25,8,0,0.398811267057,0.398811267057,0.398811267057,0.398811267057,10,1,./proteins/gb1_sparse/,entropic_aff
24,8,0,0.398811267057,0.398811267057,0.398811267057,0.398811267057,10,1,./proteins/gb1_sparse/,entropic_aff
23,8,0,0.398811267057,0.398811267057,0.398811267057,0.398811267057,10,1,./proteins/gb1_sparse/,entropic_aff
22,8,0,0.400703493452,0.3995954767,0.400481890102,0.400703493452,10,1,./proteins/gb1_sparse/,entropic_aff
21,8,0,0.3995954767,0.3995954767,0.3995954767,0.3995954767,10,1,./proteins/gb1_sparse/,entropic_aff
20,8,0,0.3995954767,0.3995954767,0.3995954767,0.3995954767,10,1,./proteins/gb1_sparse/,entropic_aff
19,8,0,0.3995954767,0.3995954767,0.3995954767,0.3995954767,10,1,./proteins/gb1_sparse/,entropic_aff
18,8,0,0.399423519716,0.399423519716,0.399423519716,0.399423519716,10,1,./proteins/gb1_sparse/,entropic_aff
17,8,0,0.400506395716,0.400506395716,0.400506395716,0.400506395716,10,1,./proteins/gb1_sparse/,entropic_aff
16,8,0,0.400506395716,0.400506395716,0.400506395716,0.400506395716,10,1,./proteins/gb1_sparse/,entropic_aff
15,8,0,0.400827855474,0.400827855474,0.400827855474,0.400827855474,10,1,./proteins/gb1_sparse/,entropic_aff
14,8,0,0.400827855474,0.400827855474,0.400827855474,0.400827855474,10,1,./proteins/gb1_sparse/,entropic_aff
13,8,0,0.400414939822,0.400414939822,0.400414939822,0.400414939822,10,1,./proteins/gb1_sparse/,entropic_aff
12,8,0,0.393567701769,0.393567701769,0.393567701769,0.393567701769,10,1,./proteins/gb1_sparse/,entropic_aff
11,8,0,0.395321386705,0.395321386705,0.395321386705,0.395321386705,10,1,./proteins/gb1_sparse/,entropic_aff
10,8,0,0.389148692351,0.389148692351,0.389148692351,0.389148692351,10,1,./proteins/gb1_sparse/,entropic_aff
9,8,0,0.390425316994,0.390425316994,0.390425316994,0.390425316994,10,1,./proteins/gb1_sparse/,entropic_aff
90,9,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
85,9,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
80,9,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
75,9,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
70,9,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
65,9,0,0.405715302034,0.405715302034,0.405715302034,0.405715302034,10,1,./proteins/gb1_sparse/,entropic_aff
