K_cap,k_low,NMI_max,NMI_min,NMI_avg,NMI_med,thining_coef,algo_choice,sparsity,num_elements,in_file,aff_type
55,40,0.459173340127,0.459173340127,0.459173340127,0.459173340127,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
65,45,0.458567689313,0.431752103812,0.437115220912,0.431752103812,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
60,45,0.458567689313,0.4195459618,0.427350307303,0.4195459618,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
60,50,0.458567689313,0.451229024846,0.452696757739,0.451229024846,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
60,40,0.455027125917,0.455027125917,0.455027125917,0.455027125917,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
50,40,0.455027125917,0.43945080428,0.45191186159,0.455027125917,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
55,45,0.451394597502,0.418437022298,0.444803082461,0.451394597502,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
65,50,0.451394597502,0.451394597502,0.451394597502,0.451394597502,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
70,55,0.451394597502,0.44410864768,0.445565837645,0.44410864768,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
65,55,0.451394597502,0.44410864768,0.445565837645,0.44410864768,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
50,45,0.44597717977,0.417024956475,0.440186735111,0.44597717977,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
90,22,0.442824654443,0.434816055254,0.436417775092,0.434816055254,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
60,55,0.440402644782,0.439298911423,0.439519658095,0.439298911423,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
45,35,0.43962135524,0.43962135524,0.43962135524,0.43962135524,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
55,50,0.439169225435,0.439169225435,0.439169225435,0.439169225435,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
80,20,0.438691114825,0.433793870458,0.437711665952,0.438691114825,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
90,24,0.438221268965,0.42296089961,0.426012973481,0.42296089961,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
90,45,0.438161790161,0.435111872912,0.437551806711,0.438161790161,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
50,35,0.437217276868,0.436938365731,0.437161494641,0.437217276868,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
40,35,0.435857518628,0.435857518628,0.435857518628,0.435857518628,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
35,30,0.435407796786,0.435407796786,0.435407796786,0.435407796786,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
85,35,0.435111872912,0.402124224498,0.428514343229,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
80,35,0.435111872912,0.435111872912,0.435111872912,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
90,40,0.435111872912,0.435111872912,0.435111872912,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
85,40,0.435111872912,0.435111872912,0.435111872912,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
80,40,0.435111872912,0.435111872912,0.435111872912,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
70,40,0.435111872912,0.431752103812,0.432424057632,0.431752103812,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
85,45,0.435111872912,0.435111872912,0.435111872912,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
80,45,0.435111872912,0.435111872912,0.435111872912,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
75,45,0.435111872912,0.432537341294,0.434596966588,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
70,45,0.435111872912,0.435111872912,0.435111872912,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
90,50,0.435111872912,0.432537341294,0.433052247618,0.432537341294,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
80,50,0.435111872912,0.435111872912,0.435111872912,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
75,50,0.435111872912,0.432537341294,0.434596966588,0.435111872912,10,1,0,2510,./proteins/gb1_sparse/,entropic_aff
