K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med,thining_coef,algo_choice,sparsity,num_elements,in_file,aff_type
85,7.7,0.30164294821,0.278172421326,0.296948842833,0.30164294821,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,14.2,0.293336239374,0.285653093944,0.28718972303,0.285653093944,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,12.6,0.292548528779,0.282380561927,0.284414155297,0.282380561927,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,14.4,0.292424286897,0.28834840991,0.291609111499,0.292424286897,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,8.1,0.291668792386,0.279698744399,0.282092753997,0.279698744399,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,2.5,0.290639992971,0.27295826239,0.287103646855,0.290639992971,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,7,0.290356951964,0.290344443817,0.290346945446,0.290344443817,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,10,0.290344443817,0.274885477107,0.277977270449,0.274885477107,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,3,0.289255603629,0.275698659112,0.278410048015,0.275698659112,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,8.3,0.288987679029,0.287997027065,0.288789548636,0.288987679029,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,11.5,0.288987679029,0.278188441686,0.280348289154,0.278188441686,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,9,0.288592957518,0.28052277857,0.286978921728,0.288592957518,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,14.9,0.288183599149,0.283677070164,0.284578375961,0.283677070164,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,13.2,0.28785425962,0.285733031912,0.286157277453,0.285733031912,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,14.7,0.28720214367,0.285691412522,0.286899997441,0.28720214367,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,8.5,0.286948097124,0.281592569786,0.285876991656,0.286948097124,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,11,0.28647137545,0.277596476494,0.279371456285,0.277596476494,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,14,0.286420375384,0.279521378774,0.280901178096,0.279521378774,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,11.9,0.285976319769,0.273049444372,0.283390944689,0.285976319769,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,6.5,0.285392427724,0.274643718167,0.276793460078,0.274643718167,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,7.9,0.285279040014,0.285148744084,0.285252980828,0.285279040014,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,15.5,0.285207252991,0.278333058265,0.279707897211,0.278333058265,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,14.6,0.284675822738,0.284422669106,0.284473299832,0.284422669106,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,12.9,0.284644177309,0.28343490975,0.283676763261,0.28343490975,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,6,0.284429625555,0.281406013485,0.282010735899,0.281406013485,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,12.3,0.284327040145,0.272403140002,0.274787920031,0.272403140002,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,3.5,0.283890292115,0.268769535693,0.280866140831,0.283890292115,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,13.5,0.283871804394,0.280838503752,0.281445163881,0.280838503752,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,8,0.282433267098,0.281110860834,0.282168785845,0.282433267098,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,3.5,0.282369804689,0.273203991716,0.27503715431,0.273203991716,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,10.5,0.282303222202,0.282191899674,0.28221416418,0.282191899674,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,5,0.281195161569,0.278726827476,0.279220494295,0.278726827476,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,5.5,0.281152221674,0.278081236051,0.280538024549,0.281152221674,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,7.5,0.280976341022,0.27280278389,0.279341629596,0.280976341022,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,16,0.280926513701,0.279452002394,0.279746904655,0.279452002394,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,9.5,0.28056558031,0.276658227337,0.277439697931,0.276658227337,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,3,0.280524070629,0.272551574075,0.274146073385,0.272551574075,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,13.5,0.280021781546,0.272712375801,0.27417425695,0.272712375801,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,13.8,0.279430825902,0.278360855461,0.279216831814,0.279430825902,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,4.5,0.279429453797,0.27208474553,0.273553687184,0.27208474553,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,12.1,0.279300393385,0.271154981799,0.277671311068,0.279300393385,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,14.2,0.278571806114,0.277646053715,0.278386655634,0.278571806114,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,14.7,0.278571806114,0.277646053715,0.278386655634,0.278571806114,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,15.5,0.278571806114,0.277646053715,0.278386655634,0.278571806114,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,16,0.278571806114,0.277646053715,0.277831204195,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,11.5,0.278421045139,0.277646053715,0.277801052,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,4.5,0.278261609677,0.273196258528,0.277248539447,0.278261609677,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,4,0.277901530394,0.268011834006,0.269989773284,0.268011834006,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,12.1,0.277764026986,0.270554796465,0.271996642569,0.270554796465,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,7.5,0.277646053715,0.274418846068,0.275064287597,0.274418846068,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,8.1,0.277646053715,0.267728611234,0.275662565219,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,8.3,0.277646053715,0.272811359798,0.273778298582,0.272811359798,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,9,0.277646053715,0.276475102924,0.277411863557,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,9.5,0.277646053715,0.277646053715,0.277646053715,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,10,0.277646053715,0.26965371293,0.271252181087,0.26965371293,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,11,0.277646053715,0.277646053715,0.277646053715,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,11.7,0.277646053715,0.26965371293,0.276047585558,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,12.3,0.277646053715,0.272367374033,0.273423109969,0.272367374033,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,12.6,0.277646053715,0.272811359798,0.273778298582,0.272811359798,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,12.9,0.277646053715,0.274418846068,0.275064287597,0.274418846068,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,13.5,0.277646053715,0.273370660711,0.276790975115,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,13.5,0.277646053715,0.26965371293,0.271252181087,0.26965371293,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,13.8,0.277646053715,0.274033907913,0.276923624555,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,14,0.277646053715,0.273599643987,0.27683677177,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,14.4,0.277646053715,0.274033907913,0.274756337073,0.274033907913,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,14.6,0.277646053715,0.274033907913,0.276923624555,0.277646053715,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,14.9,0.277646053715,0.275338999492,0.275800410337,0.275338999492,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,2.5,0.277430339576,0.261256589386,0.264491339424,0.261256589386,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,11.7,0.277427396616,0.275541281024,0.277050173498,0.277427396616,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,6.5,0.276592542499,0.271664004454,0.272649712063,0.271664004454,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,7,0.276475102924,0.274418846068,0.276063851552,0.276475102924,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,8,0.276475102924,0.272811359798,0.275742354299,0.276475102924,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,14.7,0.276086877287,0.262491956026,0.273367893035,0.276086877287,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
85,4,0.275044157185,0.266044958331,0.273244317414,0.275044157185,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,14,0.27442142744,0.270474196166,0.27126364242,0.270474196166,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,7.7,0.274418846068,0.271664004454,0.272214972777,0.271664004454,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,11.9,0.274418846068,0.26965371293,0.270606739557,0.26965371293,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,6,0.273892508739,0.27117596831,0.271719276396,0.27117596831,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,8.3,0.273813514287,0.266719239536,0.272394659337,0.273813514287,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,5.5,0.273759779945,0.265071262515,0.272022076459,0.273759779945,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,13.2,0.273599643987,0.272811359798,0.272969016636,0.272811359798,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,8.5,0.273582458367,0.26965371293,0.270439462017,0.26965371293,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,3.5,0.272823892995,0.268601796376,0.271979473671,0.272823892995,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,7.9,0.272811359798,0.267728611234,0.271794810085,0.272811359798,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,10.5,0.272811359798,0.26965371293,0.272179830425,0.272811359798,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,14.2,0.272788876054,0.256858648042,0.260044693645,0.256858648042,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,5,0.271955862984,0.270464203902,0.271657531168,0.271955862984,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,8.1,0.270812879509,0.264541767717,0.269558657151,0.270812879509,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,16,0.270301319059,0.270169887253,0.270196173614,0.270169887253,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,4,0.270085751802,0.264218248651,0.268912251172,0.270085751802,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,12.6,0.269968189596,0.265024181915,0.26897938806,0.269968189596,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,8,0.269881803124,0.26128388044,0.263003464977,0.26128388044,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,10.5,0.269767094405,0.254920262453,0.266797728015,0.269767094405,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,15.5,0.269614953637,0.260009627695,0.267693888449,0.269614953637,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
90,2,0.269175596234,0.259185932244,0.261183865042,0.259185932244,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,10,0.268925513709,0.263359275676,0.267812266102,0.268925513709,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,14.4,0.268205615358,0.258578943928,0.266280281072,0.268205615358,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,4.5,0.268102082986,0.263405158752,0.267162698139,0.268102082986,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,12.1,0.268063723918,0.259635180754,0.266378015285,0.268063723918,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,13.5,0.267877871389,0.26268173896,0.266838644903,0.267877871389,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,9,0.267816976568,0.263611886275,0.266975958509,0.267816976568,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,14.6,0.267814218897,0.263752407828,0.267001856683,0.267814218897,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,12.9,0.26740714401,0.261482013509,0.26622211791,0.26740714401,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,13.5,0.266885614399,0.261043137621,0.265717119043,0.266885614399,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
80,11.5,0.2663652826,0.263300910285,0.265752408137,0.2663652826,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
75,3,0.266294441889,0.263305911087,0.263903617247,0.263305911087,10,4,0,2510,./proteins/nsp1_sparse/,plain_aff
