K_cap,k_low,NMI_max,NMI_min,NMI_avg,NMI_med,thining_coef,algo_choice,sparsity,num_elements,in_file,aff_type
12,11,0.462366283179,0.462366283179,0.462366283179,0.462366283179,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
10,9,0.454485549329,0.454485549329,0.454485549329,0.454485549329,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
9,5,0.453990129914,0.453990129914,0.453990129914,0.453990129914,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
9,3,0.451575845222,0.451575845222,0.451575845222,0.451575845222,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
9,4,0.451575845222,0.451575845222,0.451575845222,0.451575845222,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,11,0.450994308276,0.444681640932,0.445944174401,0.444681640932,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,12,0.450994308276,0.444681640932,0.445944174401,0.444681640932,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,13,0.450994308276,0.444681640932,0.445944174401,0.444681640932,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,14,0.450994308276,0.446408812824,0.450077209186,0.450994308276,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,15,0.450994308276,0.450994308276,0.450994308276,0.450994308276,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
11,10,0.450637625358,0.450637625358,0.450637625358,0.450637625358,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
45,40,0.450442450409,0.450442450409,0.450442450409,0.450442450409,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
8,5,0.449763385056,0.449763385056,0.449763385056,0.449763385056,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
9,6,0.449706063745,0.449706063745,0.449706063745,0.449706063745,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
7,3,0.448840271482,0.448840271482,0.448840271482,0.448840271482,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
7,4,0.448840271482,0.448840271482,0.448840271482,0.448840271482,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
25,9,0.448508668117,0.446489170192,0.448104768532,0.448508668117,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
25,10,0.448508668117,0.448508668117,0.448508668117,0.448508668117,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
25,11,0.448508668117,0.448508668117,0.448508668117,0.448508668117,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
25,12,0.448508668117,0.448508668117,0.448508668117,0.448508668117,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
24,12,0.448508668117,0.443923297037,0.447591593901,0.448508668117,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
25,13,0.448508668117,0.448508668117,0.448508668117,0.448508668117,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
24,13,0.448508668117,0.439416931641,0.441235278936,0.439416931641,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
25,14,0.448508668117,0.448508668117,0.448508668117,0.448508668117,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
23,9,0.44809365386,0.443510342805,0.447176991649,0.44809365386,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
23,10,0.44809365386,0.44809365386,0.44809365386,0.44809365386,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
23,11,0.44809365386,0.44809365386,0.44809365386,0.44809365386,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
18,5,0.447899554604,0.447899554604,0.447899554604,0.447899554604,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
18,6,0.447899554604,0.447899554604,0.447899554604,0.447899554604,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
17,7,0.447899554604,0.447899554604,0.447899554604,0.447899554604,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
8,4,0.447311058627,0.444558114236,0.445108703114,0.444558114236,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
8,6,0.447128602947,0.442506239793,0.443430712423,0.442506239793,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
17,3,0.446694447004,0.4364502018,0.438499050841,0.4364502018,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
9,8,0.446666461854,0.446666461854,0.446666461854,0.446666461854,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
25,7,0.446489170192,0.441997934359,0.445590923025,0.446489170192,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
25,8,0.446489170192,0.441997934359,0.445590923025,0.446489170192,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,17,0.446408812824,0.446408812824,0.446408812824,0.446408812824,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
24,14,0.446397103494,0.446397103494,0.446397103494,0.446397103494,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
24,15,0.446397103494,0.441842956622,0.442753785996,0.441842956622,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
23,7,0.445979029349,0.439041065159,0.444591436511,0.445979029349,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
35,16,0.44572372551,0.443128607807,0.443647631348,0.443128607807,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
35,18,0.44572372551,0.437097156338,0.438822470173,0.437097156338,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
45,30,0.445610081058,0.445251919817,0.44553844881,0.445610081058,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
45,35,0.445534935308,0.437452397811,0.439068905311,0.437452397811,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
18,7,0.445383841632,0.445383841632,0.445383841632,0.445383841632,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
18,8,0.445383841632,0.445383841632,0.445383841632,0.445383841632,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
17,8,0.445383841632,0.445383841632,0.445383841632,0.445383841632,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
18,9,0.445383841632,0.445383841632,0.445383841632,0.445383841632,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
9,7,0.445036267483,0.445036267483,0.445036267483,0.445036267483,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
7,5,0.444830441552,0.444830441552,0.444830441552,0.444830441552,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
21,7,0.444782356003,0.444782356003,0.444782356003,0.444782356003,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,7,0.444681640932,0.438209477316,0.439503910039,0.438209477316,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,8,0.444681640932,0.444681640932,0.444681640932,0.444681640932,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,9,0.444681640932,0.444681640932,0.444681640932,0.444681640932,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,10,0.444681640932,0.444681640932,0.444681640932,0.444681640932,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
30,16,0.444681640932,0.441842956622,0.44411390407,0.444681640932,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
8,3,0.444558114236,0.444558114236,0.444558114236,0.444558114236,10,3,0,2510,./proteins/nsp1_sparse/,entropic_aff
