K_cap,k_low,NMI_max,NMI_min,NMI_avg,NMI_med,thining_coef,algo_choice,sparsity,num_elements,in_file,aff_type
35,4,0.416963933932,0.416963933932,0.416963933932,0.416963933932,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
35,5,0.416963933932,0.416963933932,0.416963933932,0.416963933932,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
60,15,0.414323855515,0.387887501132,0.409036584638,0.414323855515,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
60,17,0.414323855515,0.395399510267,0.410538986465,0.414323855515,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
35,6,0.413656587199,0.413656587199,0.413656587199,0.413656587199,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
35,7,0.413656587199,0.413656587199,0.413656587199,0.413656587199,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
35,8,0.413656587199,0.413656587199,0.413656587199,0.413656587199,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
35,9,0.413656587199,0.413500018007,0.413625273361,0.413656587199,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
35,10,0.413656587199,0.407694023402,0.408886536161,0.407694023402,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
22,5,0.413294264615,0.413294264615,0.413294264615,0.413294264615,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
22,6,0.413294264615,0.413294264615,0.413294264615,0.413294264615,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
24,3,0.412755291058,0.412755291058,0.412755291058,0.412755291058,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
22,3,0.412755291058,0.412755291058,0.412755291058,0.412755291058,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
25,3,0.412755291058,0.412755291058,0.412755291058,0.412755291058,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
24,4,0.412755291058,0.412755291058,0.412755291058,0.412755291058,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
25,4,0.412755291058,0.412755291058,0.412755291058,0.412755291058,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
22,4,0.412755291058,0.412755291058,0.412755291058,0.412755291058,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
24,5,0.412755291058,0.412755291058,0.412755291058,0.412755291058,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
25,5,0.412755291058,0.412755291058,0.412755291058,0.412755291058,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
25,6,0.412755291058,0.412755291058,0.412755291058,0.412755291058,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
24,6,0.412755291058,0.412755291058,0.412755291058,0.412755291058,10,3,0,2510,./proteins/trp-cage_sparse/,entropic_aff
