,NMI_max,NMI_min,NMI_avg,NMI_med,algo_choice,protein
2170,0.248561488017,0.24853567880999997,0.24854084065200002,0.24853567880999997,1,gb1
2171,0.24835641392299998,0.248327358857,0.248350602909,0.24835641392299998,1,gb1
2172,0.193426828405,0.193120138956,0.19318147684599998,0.193120138956,1,gb1
2173,0.192421561682,0.19219873464499998,0.192243300053,0.19219873464499998,1,gb1
2174,0.191984617721,0.19177266513500002,0.19194222720400003,0.191984617721,1,gb1
2175,0.191745337107,0.191426687057,0.191681607097,0.191745337107,1,gb1
2176,0.19171197792599998,0.19137676630199998,0.19164493560100002,0.19171197792599998,1,gb1
2177,0.191667336506,0.191429482863,0.191619765777,0.191667336506,1,gb1
2178,0.191802092288,0.191546859633,0.191597906164,0.191546859633,1,gb1
2179,0.19112798885600002,0.190760313453,0.19105445377500002,0.19112798885600002,1,gb1
2180,0.191125731444,0.190747887106,0.191050162576,0.191125731444,1,gb1
2181,0.191420420782,0.190986751139,0.191073485068,0.190986751139,1,gb1
2182,0.19166572249400002,0.190500682398,0.19073369041700003,0.190500682398,1,gb1
2183,0.19063185155999998,0.19043291059,0.19047269878400003,0.19043291059,1,gb1
2184,0.190220797135,0.189963505154,0.19001496355,0.189963505154,1,gb1
2185,0.186982660277,0.186558962707,0.186897920763,0.186982660277,1,gb1
2186,0.16720678673699998,0.161373954135,0.16604022021700002,0.16720678673699998,1,gb1
2187,0.165780771675,0.16501373182700002,0.165167139796,0.16501373182700002,1,gb1
2188,0.165573727398,0.164230859392,0.164499432994,0.164230859392,1,gb1
2189,0.163706004242,0.163610712378,0.16368694586899998,0.163706004242,1,gb1
2190,0.160005395731,0.159937089329,0.159991734451,0.160005395731,1,gb1
2191,0.15791851312400002,0.15790328926799999,0.157915468353,0.15791851312400002,1,gb1
2192,0.155079641865,0.15500903631100002,0.155023157422,0.15500903631100002,1,gb1
2193,0.15491782400499998,0.151763779475,0.154287015099,0.15491782400499998,1,gb1
2194,0.15482952813,0.154671962062,0.154703475275,0.154671962062,1,gb1
2195,0.154379583949,0.154310571739,0.154365781507,0.154379583949,1,gb1
2196,0.154556116326,0.154320509923,0.154367631203,0.154320509923,1,gb1
2197,0.15321729909,0.153099687892,0.153123210132,0.153099687892,1,gb1
2198,0.152995840033,0.152798521544,0.152956376335,0.152995840033,1,gb1
2199,0.152915776836,0.152795270758,0.152819371973,0.152795270758,1,gb1
2200,0.15222718658,0.15188105908500002,0.15215796108100002,0.15222718658,1,gb1
2201,0.15222718658,0.15188105908500002,0.15215796108100002,0.15222718658,1,gb1
2202,0.15210789535,0.151763219236,0.152038960127,0.15210789535,1,gb1
2203,0.152074949461,0.15178938829000002,0.152017837227,0.152074949461,1,gb1
2204,0.152066611943,0.15188105908500002,0.152029501371,0.152066611943,1,gb1
2205,0.152015323368,0.151930176405,0.151998293975,0.152015323368,1,gb1
2206,0.152012912006,0.151656874623,0.151941704529,0.152012912006,1,gb1
2207,0.152009627794,0.15172864951099999,0.151953432138,0.152009627794,1,gb1
2208,0.151992199805,0.151734355455,0.151940630935,0.151992199805,1,gb1
2209,0.151966882607,0.151825681732,0.151938642432,0.151966882607,1,gb1
2210,0.151952294619,0.15193309280300002,0.15193693316600002,0.15193309280300002,1,gb1
2211,0.15222718658,0.15188105908500002,0.151950284584,0.15188105908500002,1,gb1
2212,0.151975886508,0.15188105908500002,0.15190002457000001,0.15188105908500002,1,gb1
2213,0.15188105908500002,0.151768238657,0.151858495,0.15188105908500002,1,gb1
2214,0.15188105908500002,0.151871663301,0.15187917992799999,0.15188105908500002,1,gb1
2215,0.15188105908500002,0.1518186092,0.151868569108,0.15188105908500002,1,gb1
2216,0.15188105908500002,0.151402827612,0.151785412791,0.15188105908500002,1,gb1
2217,0.15188105908500002,0.151393311099,0.15178350948799998,0.15188105908500002,1,gb1
2218,0.15185173227499998,0.15172864951099999,0.151827115722,0.15185173227499998,1,gb1
2219,0.151848308585,0.151644037061,0.15180745428,0.151848308585,1,gb1
2220,0.151825681732,0.151393311099,0.151739207605,0.151825681732,1,gb1
2221,0.1518186092,0.151811581467,0.151817203654,0.1518186092,1,gb1
2222,0.1518186092,0.151749228564,0.151804733073,0.1518186092,1,gb1
2223,0.151876839363,0.151811581467,0.151824633046,0.151811581467,1,gb1
2224,0.151811581467,0.151750641311,0.151799393436,0.151811581467,1,gb1
2225,0.151811581467,0.15172864951099999,0.151794995076,0.151811581467,1,gb1
2226,0.151811581467,0.15172864951099999,0.151794995076,0.151811581467,1,gb1
2227,0.15179682493899999,0.15179682493899999,0.15179682493899999,0.15179682493899999,1,gb1
2228,0.15179682493899999,0.15172864951099999,0.15178318985300002,0.15179682493899999,1,gb1
2229,0.15179682493899999,0.15172864951099999,0.15178318985300002,0.15179682493899999,1,gb1
2230,0.15177128378799998,0.151548693367,0.15172676570399998,0.15177128378799998,1,gb1
2231,0.152170147081,0.151768238657,0.151848620342,0.151768238657,1,gb1
2232,0.15188105908500002,0.151763219236,0.151786787206,0.151763219236,1,gb1
2233,0.15188105908500002,0.151734355455,0.151763696181,0.151734355455,1,gb1
2234,0.15193309280300002,0.15172864951099999,0.15176953817,0.15172864951099999,1,gb1
2235,0.15178938829000002,0.15172864951099999,0.15174079726700002,0.15172864951099999,1,gb1
2236,0.15172864951099999,0.15141378033800001,0.151665675677,0.15172864951099999,1,gb1
2237,0.15172864951099999,0.15172626489,0.151728172587,0.15172864951099999,1,gb1
2238,0.15172864951099999,0.151488967015,0.151680713012,0.15172864951099999,1,gb1
2239,0.15222718658,0.15172626489,0.151826449228,0.15172626489,1,gb1
2240,0.15188105908500002,0.15166604262800001,0.15170904592,0.15166604262800001,1,gb1
2241,0.15166604262800001,0.151567455736,0.15164632525,0.15166604262800001,1,gb1
2242,0.151811581467,0.151630124896,0.15166641621,0.151630124896,1,gb1
2243,0.151612642161,0.15153184659399999,0.151596483047,0.151612642161,1,gb1
2244,0.152170147081,0.151573846701,0.151693106777,0.151573846701,1,gb1
2245,0.151768238657,0.151553541601,0.151596481012,0.151553541601,1,gb1
2246,0.15185173227499998,0.151511105718,0.15157923103,0.151511105718,1,gb1
2247,0.151502143971,0.149320690386,0.15106585325400002,0.151502143971,1,gb1
2248,0.151825681732,0.15149160747,0.151558422322,0.15149160747,1,gb1
2249,0.15172864951099999,0.151235983005,0.151334516306,0.151235983005,1,gb1
2250,0.151221705194,0.151196055546,0.151201185475,0.151196055546,1,gb1
2251,0.15188105908500002,0.151168617138,0.151311105528,0.151168617138,1,gb1
2252,0.1493671282,0.14936620295199998,0.14936694315,0.1493671282,1,gb1
2253,0.148621227199,0.148597834979,0.148616548755,0.148621227199,1,gb1
2254,0.148015084203,0.14741494829000001,0.14789505702,0.148015084203,1,gb1
2255,0.147975472063,0.1479143723,0.147963252111,0.147975472063,1,gb1
2256,0.143466463828,0.142985890242,0.143370349111,0.143466463828,1,gb1
2257,0.138479915138,0.138329456597,0.13844982343,0.138479915138,1,gb1
2258,0.138508642082,0.138247819604,0.138299984099,0.138247819604,1,gb1
2259,0.13778716037900002,0.136690390953,0.137567806494,0.13778716037900002,1,gb1
2260,0.13773209973,0.137155932098,0.13761686620400002,0.13773209973,1,gb1
2261,0.13762286826,0.13687927889499998,0.137474150387,0.13762286826,1,gb1
2262,0.137570318444,0.13698929174799998,0.137454113105,0.137570318444,1,gb1
2263,0.137529257115,0.137062224698,0.137435850632,0.137529257115,1,gb1
2264,0.137480259716,0.136888064812,0.137361820735,0.137480259716,1,gb1
2265,0.137466920157,0.137305286488,0.137434593424,0.137466920157,1,gb1
2266,0.137426308474,0.137142737169,0.137369594213,0.137426308474,1,gb1
2267,0.137426308474,0.136520439031,0.13724513458499998,0.137426308474,1,gb1
2268,0.137425876595,0.136834654436,0.137307632164,0.137425876595,1,gb1
2269,0.137503177139,0.137396841184,0.13741810837500001,0.137396841184,1,gb1
2270,0.137363126015,0.136588821112,0.137208265034,0.137363126015,1,gb1
2271,0.137280891294,0.137077935796,0.137240300194,0.137280891294,1,gb1
2272,0.137253061788,0.136769177569,0.137156284944,0.137253061788,1,gb1
2273,0.137224092433,0.136923395278,0.13716395300200002,0.137224092433,1,gb1
2274,0.137536059031,0.137215342404,0.13727948572899998,0.137215342404,1,gb1
2275,0.137202695601,0.136727856838,0.137107727849,0.137202695601,1,gb1
2276,0.13717131841900002,0.136354619107,0.137007978556,0.13717131841900002,1,gb1
2277,0.137129737194,0.13712626868799999,0.137126962389,0.13712626868799999,1,gb1
2278,0.13739796165100002,0.137118903012,0.137174714739,0.137118903012,1,gb1
2279,0.137118903012,0.136465097872,0.136988141984,0.137118903012,1,gb1
2280,0.13710604714000002,0.136866944199,0.137058226552,0.13710604714000002,1,gb1
2281,0.137148777442,0.137090790161,0.137102387617,0.137090790161,1,gb1
2282,0.137076649399,0.136920268743,0.137045373268,0.137076649399,1,gb1
2283,0.137074769266,0.136788882194,0.13701759185100001,0.137074769266,1,gb1
2284,0.137067361751,0.136856942535,0.137025277908,0.137067361751,1,gb1
2285,0.137307699897,0.137062128281,0.13711124260399998,0.137062128281,1,gb1
2286,0.13704180773299998,0.136765081192,0.136986462425,0.13704180773299998,1,gb1
2287,0.137041000256,0.136928489678,0.13701849814,0.137041000256,1,gb1
2288,0.13700937677000002,0.136752965109,0.136958094438,0.13700937677000002,1,gb1
2289,0.136975648348,0.136823087075,0.13694513609300002,0.136975648348,1,gb1
2290,0.137114870112,0.13697465906300002,0.137002701273,0.13697465906300002,1,gb1
2291,0.136932455266,0.136061569434,0.1367582781,0.136932455266,1,gb1
2292,0.137062224698,0.136931127029,0.13695734656300002,0.136931127029,1,gb1
2293,0.136851544667,0.13578799177200002,0.136638834088,0.136851544667,1,gb1
