K_cap,sigma,NMI_max,NMI_min,NMI_avg,NMI_med
350,10,0.248561488017,0.24853567881,0.248540840652,0.24853567881
350,14,0.248356413923,0.248327358857,0.248350602909,0.248356413923
300,3,0.193426828405,0.193120138956,0.193181476846,0.193120138956
300,14,0.192421561682,0.192198734645,0.192243300053,0.192198734645
300,10,0.191984617721,0.191772665135,0.191942227204,0.191984617721
300,9.5,0.191745337107,0.191426687057,0.191681607097,0.191745337107
300,2.5,0.191711977926,0.191376766302,0.191644935601,0.191711977926
300,10.5,0.191667336506,0.191429482863,0.191619765777,0.191667336506
300,11.5,0.191802092288,0.191546859633,0.191597906164,0.191546859633
300,13.5,0.191127988856,0.190760313453,0.191054453775,0.191127988856
300,13,0.191125731444,0.190747887106,0.191050162576,0.191125731444
300,12,0.191420420782,0.190986751139,0.191073485068,0.190986751139
300,11,0.191665722494,0.190500682398,0.190733690417,0.190500682398
300,6.5,0.19063185156,0.19043291059,0.190472698784,0.19043291059
350,2,0.190220797135,0.189963505154,0.19001496355,0.189963505154
300,2.2,0.186982660277,0.186558962707,0.186897920763,0.186982660277
240,2.2,0.167206786737,0.161373954135,0.166040220217,0.167206786737
250,2.5,0.165780771675,0.165013731827,0.165167139796,0.165013731827
250,2,0.165573727398,0.164230859392,0.164499432994,0.164230859392
240,2,0.163706004242,0.163610712378,0.163686945869,0.163706004242
350,2.5,0.160005395731,0.159937089329,0.159991734451,0.160005395731
240,2.5,0.157918513124,0.157903289268,0.157915468353,0.157918513124
270,2.3,0.155079641865,0.155009036311,0.155023157422,0.155009036311
270,2.6,0.154917824005,0.151763779475,0.154287015099,0.154917824005
400,6,0.15482952813,0.154671962062,0.154703475275,0.154671962062
400,2.6,0.154379583949,0.154310571739,0.154365781507,0.154379583949
270,4.5,0.154556116326,0.154320509923,0.154367631203,0.154320509923
400,2.5,0.15321729909,0.153099687892,0.153123210132,0.153099687892
250,4,0.152995840033,0.152798521544,0.152956376335,0.152995840033
270,2.5,0.152915776836,0.152795270758,0.152819371973,0.152795270758
350,2.3,0.15222718658,0.151881059085,0.152157961081,0.15222718658
220,2.3,0.15222718658,0.151881059085,0.152157961081,0.15222718658
160,2.3,0.15210789535,0.151763219236,0.152038960127,0.15210789535
