K_cap,k_low,NMI_max,NMI_min,NMI_avg,NMI_med
800,339,0.504877759793,0.504877759793,0.504877759793,0.504877759793
800,349,0.503804106889,0.503648472676,0.503679599518,0.503648472676
800,329,0.503319820136,0.503319820136,0.503319820136,0.503319820136
700,309,0.502966090967,0.502840087368,0.502940890247,0.502966090967
800,319,0.501912991969,0.501912991969,0.501912991969,0.501912991969
700,319,0.501349460658,0.501349460658,0.501349460658,0.501349460658
800,309,0.500822126909,0.500822126909,0.500822126909,0.500822126909
800,289,0.500537862281,0.500537862281,0.500537862281,0.500537862281
800,299,0.500537862281,0.500537862281,0.500537862281,0.500537862281
800,219,0.500354835089,0.500354835089,0.500354835089,0.500354835089
800,229,0.500354835089,0.500354835089,0.500354835089,0.500354835089
700,289,0.500344906271,0.500344906271,0.500344906271,0.500344906271
700,299,0.500344906271,0.500344906271,0.500344906271,0.500344906271
800,249,0.499195993458,0.499195993458,0.499195993458,0.499195993458
800,259,0.499195993458,0.499195993458,0.499195993458,0.499195993458
800,269,0.499195993458,0.499195993458,0.499195993458,0.499195993458
700,269,0.498279635058,0.498279635058,0.498279635058,0.498279635058
700,249,0.497264107708,0.497264107708,0.497264107708,0.497264107708
700,259,0.497264107708,0.497264107708,0.497264107708,0.497264107708
600,249,0.49607384039,0.49607384039,0.49607384039,0.49607384039
550,249,0.49607384039,0.49607384039,0.49607384039,0.49607384039
700,229,0.49607384039,0.49607384039,0.49607384039,0.49607384039
600,349,0.495391632848,0.495391632848,0.495391632848,0.495391632848
600,349,0.495391632848,0.495391632848,0.495391632848,0.495391632848
550,249,0.495352100776,0.494186327656,0.49441948228,0.494186327656
500,249,0.495352100776,0.494186327656,0.495118946152,0.495352100776
550,349,0.494897607402,0.494897607402,0.494897607402,0.494897607402
520,199,0.494866182115,0.494502052468,0.494574878397,0.494502052468
450,249,0.494772093629,0.494186327656,0.494654940434,0.494772093629
300,249,0.494772093629,0.494186327656,0.494303480851,0.494186327656
270,249,0.494772093629,0.494186327656,0.494654940434,0.494772093629
400,249,0.494772093629,0.494186327656,0.494654940434,0.494772093629
520,249,0.494772093629,0.494186327656,0.494654940434,0.494772093629
700,219,0.494763263522,0.494763263522,0.494763263522,0.494763263522
700,199,0.494643344173,0.494643344173,0.494643344173,0.494643344173
500,349,0.494563506528,0.494563506528,0.494563506528,0.494563506528
700,349,0.494562180853,0.494562180853,0.494562180853,0.494562180853
600,190,0.494541973543,0.494541973543,0.494541973543,0.494541973543
600,190,0.494541973543,0.494541973543,0.494541973543,0.494541973543
600,199,0.494541973543,0.494541973543,0.494541973543,0.494541973543
800,199,0.494507859922,0.494507859922,0.494507859922,0.494507859922
450,349,0.494504282085,0.494504282085,0.494504282085,0.494504282085
550,199,0.494502052468,0.494502052468,0.494502052468,0.494502052468
520,249,0.494241235755,0.494186327656,0.494230254135,0.494241235755
600,249,0.494186327656,0.494186327656,0.494186327656,0.494186327656
250,249,0.494186327656,0.494186327656,0.494186327656,0.494186327656
350,249,0.494186327656,0.494186327656,0.494186327656,0.494186327656
500,249,0.494186327656,0.494186327656,0.494186327656,0.494186327656
520,190,0.493868833843,0.493868833843,0.493868833843,0.493868833843
500,190,0.493845713083,0.493845713083,0.493845713083,0.493845713083
520,349,0.493823279964,0.493823279964,0.493823279964,0.493823279964
550,190,0.493712325057,0.49354768481,0.493679397007,0.493712325057
450,199,0.49298269286,0.49298269286,0.49298269286,0.49298269286
550,450,0.48516136057,0.48516136057,0.48516136057,0.48516136057
520,450,0.484375164275,0.483477889266,0.484195709273,0.484375164275
600,499,0.484235788327,0.483949416425,0.484006690805,0.483949416425
520,499,0.484235788327,0.483451847759,0.483608635872,0.483451847759
500,499,0.484235788327,0.484235788327,0.484235788327,0.484235788327
550,499,0.483532686571,0.461567502994,0.479139649855,0.483532686571
550,499,0.483451847759,0.483451847759,0.483451847759,0.483451847759
600,499,0.483451847759,0.483451847759,0.483451847759,0.483451847759
500,450,0.482437138595,0.482026894645,0.482355089805,0.482437138595
600,550,0.481893810594,0.481483356772,0.48181171983,0.481893810594
600,550,0.481483356772,0.481483356772,0.481483356772,0.481483356772
125,124,0.471227578642,0.471227578642,0.471227578642,0.471227578642
135,129,0.470867716071,0.470867716071,0.470867716071,0.470867716071
160,159,0.468654431294,0.468654431294,0.468654431294,0.468654431294
150,139,0.468368243143,0.468368243143,0.468368243143,0.468368243143
150,149,0.46831806405,0.46831806405,0.46831806405,0.46831806405
160,149,0.467920794383,0.467920794383,0.467920794383,0.467920794383
140,139,0.467656595542,0.467230359369,0.467571348307,0.467656595542
130,129,0.467611245377,0.467611245377,0.467611245377,0.467611245377
200,65,0.467338469841,0.467338469841,0.467338469841,0.467338469841
180,60,0.467207654825,0.467207654825,0.467207654825,0.467207654825
450,104,0.467176590192,0.467176590192,0.467176590192,0.467176590192
350,75,0.467142727434,0.467142727434,0.467142727434,0.467142727434
300,75,0.467142727434,0.467142727434,0.467142727434,0.467142727434
240,69,0.467111540422,0.467111540422,0.467111540422,0.467111540422
270,69,0.46711153185,0.46711153185,0.46711153185,0.46711153185
250,69,0.46700230641,0.46700230641,0.46700230641,0.46700230641
300,69,0.466931881494,0.466931881494,0.466931881494,0.466931881494
400,109,0.466922896502,0.466922896502,0.466922896502,0.466922896502
180,65,0.466797849211,0.466797849211,0.466797849211,0.466797849211
250,65,0.466785249115,0.466785249115,0.466785249115,0.466785249115
